trial,model,property,category,within_similarity,outside_similarity,overlap_within,overlap_similar,overlap_random,stopping_epoch,logprob_within,logprob_similar,logprob_random
14,axxl-property,can fep,bird.n.01,0.3443022668361664,0.41003307700157166,0.5197597742080688,0.2620237171649933,0.26618412137031555,2,-0.2637978792190552,-0.3828260600566864,-0.3663511574268341
15,axxl-property,can fep,bird.n.01,0.35039588809013367,0.41947320103645325,0.5323963761329651,0.269386351108551,0.2648935317993164,2,-0.24091243743896484,-0.36877620220184326,-0.3653719425201416
16,axxl-property,can fep,bird.n.01,0.21868573129177094,0.2774222791194916,0.5740380883216858,0.2878233790397644,0.2752739191055298,1,-0.4177168011665344,-0.7068927884101868,-0.920637845993042
17,axxl-property,can fep,bird.n.01,0.2117537260055542,0.26227307319641113,0.5550272464752197,0.2836780250072479,0.290287584066391,2,-0.2906090021133423,-0.3862241506576538,-0.40246716141700745
18,axxl-property,can fep,bird.n.01,0.24701496958732605,0.2724955976009369,0.5585128664970398,0.2754766345024109,0.29194965958595276,2,-0.28032350540161133,-0.42262712121009827,-0.3895539343357086
19,axxl-property,can fep,bird.n.01,0.25409942865371704,0.294455349445343,0.533974289894104,0.26929789781570435,0.26843854784965515,2,-0.2695123255252838,-0.4053894281387329,-0.4447358250617981
20,axxl-property,can fep,bird.n.01,0.26075509190559387,0.2947637140750885,0.5340060591697693,0.25022393465042114,0.28850868344306946,2,-0.2646855413913727,-0.47838443517684937,-0.3388870656490326
21,axxl-property,can fep,bird.n.01,0.24843156337738037,0.27845069766044617,0.4867745637893677,0.26607125997543335,0.2630116641521454,2,-0.21715298295021057,-0.31044769287109375,-0.3804762363433838
22,axxl-property,can fep,bird.n.01,0.21609364449977875,0.28561392426490784,0.5190897583961487,0.2811122238636017,0.2696244418621063,2,-0.24517889320850372,-0.3168245255947113,-0.3311844766139984
23,axxl-property,can fep,bird.n.01,0.2807641625404358,0.3283785879611969,0.522680938243866,0.27192723751068115,0.2694658041000366,2,-0.2357170432806015,-0.3304970860481262,-0.36727991700172424
24,axxl-property,can fep,bird.n.01,0.3265782296657562,0.37626639008522034,0.5287169218063354,0.27568477392196655,0.2724151611328125,2,-0.21082235872745514,-0.3208058774471283,-0.33272796869277954
25,axxl-property,can fep,bird.n.01,0.33757278323173523,0.3736264705657959,0.5260257720947266,0.27728086709976196,0.26902297139167786,2,-0.23622232675552368,-0.32152214646339417,-0.3707721531391144
26,axxl-property,can fep,bird.n.01,0.23192356526851654,0.3803631365299225,0.4871585965156555,0.2783500552177429,0.27393874526023865,1,-0.5298932790756226,-0.8135421872138977,-0.7474794387817383
27,axxl-property,can fep,bird.n.01,0.26141926646232605,0.41538822650909424,0.4935762882232666,0.2794266939163208,0.2672724425792694,1,-0.4387357532978058,-0.5780678987503052,-0.7656340003013611
28,axxl-property,can fep,bird.n.01,0.31634700298309326,0.4240071773529053,0.5139828324317932,0.27985256910324097,0.262478768825531,3,-0.16670408844947815,-0.19864808022975922,-0.243228018283844
29,axxl-property,can fep,bird.n.01,0.3146035373210907,0.3913099765777588,0.5151823163032532,0.2795458137989044,0.280718058347702,3,-0.13008272647857666,-0.1797514408826828,-0.17429977655410767
30,axxl-property,can fep,bird.n.01,0.3390054404735565,0.4046732187271118,0.5093079805374146,0.27909088134765625,0.28773194551467896,3,-0.12372719496488571,-0.17389287054538727,-0.17237047851085663
31,axxl-property,can fep,bird.n.01,0.26042380928993225,0.33166515827178955,0.5402956008911133,0.2984244227409363,0.29671037197113037,1,-0.4392280578613281,-0.7494663596153259,-0.6995259523391724
32,axxl-property,can fep,bird.n.01,0.3047998547554016,0.39163705706596375,0.5248672366142273,0.2995133101940155,0.27884021401405334,1,-0.4379487931728363,-0.6250829100608826,-0.7724928855895996
33,axxl-property,can fep,bird.n.01,0.29062122106552124,0.3856586217880249,0.5280233025550842,0.3164331316947937,0.29505831003189087,1,-0.41855388879776,-0.5359322428703308,-0.6405812501907349
34,axxl-property,can fep,bird.n.01,0.31343427300453186,0.41543903946876526,0.5253512263298035,0.29347679018974304,0.2931884229183197,2,-0.1782611757516861,-0.29917794466018677,-0.2962498068809509
35,axxl-property,can fep,bird.n.01,0.31216320395469666,0.3921613395214081,0.5324581265449524,0.2987406253814697,0.28712067008018494,2,-0.17733795940876007,-0.27927184104919434,-0.3106343746185303
36,axxl-property,can fep,bird.n.01,0.29932141304016113,0.3601360023021698,0.5208262205123901,0.29637596011161804,0.2970460057258606,3,-0.19033583998680115,-0.24022792279720306,-0.24549563229084015
37,axxl-property,can fep,bird.n.01,0.305682897567749,0.39812275767326355,0.4876773953437805,0.2844087779521942,0.2727685868740082,2,-0.25039583444595337,-0.32446759939193726,-0.4346936345100403
38,axxl-property,can fep,bird.n.01,0.3186395764350891,0.4229472279548645,0.5118403434753418,0.27354803681373596,0.28315234184265137,2,-0.2212800532579422,-0.3550380766391754,-0.3196505904197693
39,axxl-property,can fep,bird.n.01,0.332919180393219,0.448264479637146,0.5141667127609253,0.2689034044742584,0.2566744089126587,3,-0.12436928600072861,-0.19575269520282745,-0.28232815861701965
40,axxl-property,can fep,bird.n.01,0.33067721128463745,0.4474799931049347,0.5220857858657837,0.2707555890083313,0.2845945954322815,3,-0.1262401044368744,-0.1885884702205658,-0.17998357117176056
41,axxl-property,can fep,bird.n.01,0.26403045654296875,0.3474600315093994,0.49834680557250977,0.28644034266471863,0.25704753398895264,2,-0.3497346341609955,-0.33575764298439026,-0.43272659182548523
42,axxl-property,can fep,bird.n.01,0.33523479104042053,0.4175416827201843,0.5080517530441284,0.2881818413734436,0.2507249712944031,2,-0.2942551076412201,-0.32109397649765015,-0.44981977343559265
43,axxl-property,can fep,bird.n.01,0.29938796162605286,0.40649929642677307,0.5231722593307495,0.29769307374954224,0.2719844877719879,2,-0.2892741560935974,-0.29096147418022156,-0.4048291742801666
44,axxl-property,can fep,bird.n.01,0.3002450466156006,0.39476579427719116,0.5093101263046265,0.27452772855758667,0.2635383605957031,2,-0.2852490246295929,-0.27910560369491577,-0.4005117416381836
45,axxl-property,can fep,bird.n.01,0.28479182720184326,0.36782073974609375,0.522498607635498,0.2855609655380249,0.28202417492866516,2,-0.2644280195236206,-0.2716619670391083,-0.2839949429035187
46,axxl-property,can fep,bird.n.01,0.24809689819812775,0.32255473732948303,0.5837796926498413,0.3359043002128601,0.3086491823196411,1,-0.4180394113063812,-0.6434246897697449,-0.957870364189148
47,axxl-property,can fep,bird.n.01,0.24459810554981232,0.29780009388923645,0.5580228567123413,0.32131311297416687,0.27982303500175476,2,-0.2636834383010864,-0.34229764342308044,-0.4207456111907959
48,axxl-property,can fep,bird.n.01,0.29316362738609314,0.36914584040641785,0.5559018850326538,0.31101566553115845,0.2536390721797943,2,-0.23264576494693756,-0.3269668519496918,-0.4174869954586029
49,axxl-property,can fep,bird.n.01,0.32082656025886536,0.3755110204219818,0.5575737953186035,0.30901476740837097,0.2715277671813965,2,-0.21452347934246063,-0.31736892461776733,-0.36048367619514465
50,axxl-property,can fep,bird.n.01,0.3485245406627655,0.4170423150062561,0.5507627129554749,0.2999270260334015,0.30217355489730835,2,-0.2111360877752304,-0.3285888135433197,-0.33407315611839294
51,axxl-property,can fep,mammal.n.01,0.2642231583595276,0.24594034254550934,0.47058001160621643,0.28113317489624023,0.2711254358291626,2,-0.21397726237773895,-0.4382202923297882,-0.6016905903816223
52,axxl-property,can fep,mammal.n.01,0.3127827048301697,0.27059197425842285,0.42570292949676514,0.26204296946525574,0.24647802114486694,2,-0.06988166272640228,-0.44382283091545105,-0.5561498403549194
53,axxl-property,can fep,mammal.n.01,0.3420928418636322,0.2930343449115753,0.4298263490200043,0.27404531836509705,0.2622145116329193,2,-0.06721805036067963,-0.39009889960289,-0.401967853307724
54,axxl-property,can fep,mammal.n.01,0.3664504587650299,0.3232885003089905,0.42671334743499756,0.26912084221839905,0.25303971767425537,2,-0.060559190809726715,-0.40961191058158875,-0.5106603503227234
55,axxl-property,can fep,mammal.n.01,0.3691385090351105,0.3225049674510956,0.40829792618751526,0.2633821368217468,0.2591107487678528,3,-0.026554182171821594,-0.24361319839954376,-0.25029629468917847
56,axxl-property,can fep,mammal.n.01,0.24905243515968323,0.2976027727127075,0.4708199203014374,0.3011120855808258,0.2831036150455475,1,-0.3319776654243469,-0.6080552339553833,-0.7567691802978516
57,axxl-property,can fep,mammal.n.01,0.2865236699581146,0.2946709096431732,0.3974466919898987,0.2703099846839905,0.24819891154766083,2,-0.1991783231496811,-0.3793666958808899,-0.43719789385795593
58,axxl-property,can fep,mammal.n.01,0.27474409341812134,0.27881118655204773,0.41051357984542847,0.27392494678497314,0.2647281587123871,2,-0.1932275891304016,-0.4038362205028534,-0.41599246859550476
59,axxl-property,can fep,mammal.n.01,0.32704082131385803,0.3309768736362457,0.4220193028450012,0.27385130524635315,0.2578132152557373,3,-0.08792069554328918,-0.21393266320228577,-0.22679787874221802
60,axxl-property,can fep,mammal.n.01,0.3218487501144409,0.3085506558418274,0.4355446398258209,0.28488045930862427,0.26112881302833557,3,-0.11484815925359726,-0.27972355484962463,-0.2998048663139343
61,axxl-property,can fep,mammal.n.01,0.2953411936759949,0.33368411660194397,0.40967848896980286,0.26613757014274597,0.255249559879303,1,-0.3277020752429962,-0.624518871307373,-0.7768909931182861
62,axxl-property,can fep,mammal.n.01,0.3134516179561615,0.3473687469959259,0.4276508688926697,0.2706565856933594,0.25173938274383545,2,-0.13433149456977844,-0.2839120328426361,-0.3650757670402527
63,axxl-property,can fep,mammal.n.01,0.31062594056129456,0.3773186504840851,0.42768803238868713,0.2764132022857666,0.2692188322544098,2,-0.14318789541721344,-0.29917141795158386,-0.364031046628952
64,axxl-property,can fep,mammal.n.01,0.32848408818244934,0.3821262717247009,0.43117207288742065,0.27498313784599304,0.2599145174026489,2,-0.16601446270942688,-0.34526127576828003,-0.3717191517353058
65,axxl-property,can fep,mammal.n.01,0.34908801317214966,0.38675156235694885,0.411862850189209,0.27046287059783936,0.25703224539756775,3,-0.0834655910730362,-0.19968709349632263,-0.24163666367530823
66,axxl-property,can fep,mammal.n.01,0.30930617451667786,0.32426613569259644,0.42809563875198364,0.27484866976737976,0.2610219120979309,2,-0.21759071946144104,-0.42055684328079224,-0.4643803536891937
67,axxl-property,can fep,mammal.n.01,0.3267841637134552,0.35458335280418396,0.4528003931045532,0.29331719875335693,0.28413984179496765,2,-0.19035767018795013,-0.4021417796611786,-0.438803106546402
68,axxl-property,can fep,mammal.n.01,0.33188676834106445,0.3785417973995209,0.4377627670764923,0.2836161255836487,0.2950831949710846,2,-0.16479384899139404,-0.3688504993915558,-0.3760598599910736
69,axxl-property,can fep,mammal.n.01,0.34698811173439026,0.38022008538246155,0.43073129653930664,0.27382248640060425,0.28523942828178406,2,-0.15837042033672333,-0.366703063249588,-0.3216017782688141
70,axxl-property,can fep,mammal.n.01,0.363541841506958,0.3740423023700714,0.42286258935928345,0.26076042652130127,0.26567691564559937,2,-0.1473633348941803,-0.3510274589061737,-0.38185614347457886
71,axxl-property,can fep,mammal.n.01,-0.0009699162910692394,0.12672314047813416,0.4311624765396118,0.2661859393119812,0.2811200022697449,1,-0.42114317417144775,-0.8773350715637207,-0.7656247019767761
72,axxl-property,can fep,mammal.n.01,0.27397018671035767,0.24951694905757904,0.457568883895874,0.308209627866745,0.28776654601097107,1,-0.3478618860244751,-0.6637956500053406,-0.6312807202339172
73,axxl-property,can fep,mammal.n.01,0.3359324038028717,0.3218267261981964,0.46017858386039734,0.29503700137138367,0.26503118872642517,1,-0.32139214873313904,-0.6137813329696655,-0.7459618449211121
74,axxl-property,can fep,mammal.n.01,0.3743797838687897,0.3728831708431244,0.44762304425239563,0.29650208353996277,0.26201531291007996,1,-0.3174508810043335,-0.5460489392280579,-0.7079065442085266
75,axxl-property,can fep,mammal.n.01,0.3838096261024475,0.3903941214084625,0.455776572227478,0.2968156039714813,0.28547203540802,1,-0.29349711537361145,-0.5467222929000854,-0.679090142250061
76,axxl-property,can fep,mammal.n.01,0.2712644934654236,0.24871736764907837,0.42297399044036865,0.2723970115184784,0.2470739185810089,1,-0.3717515468597412,-0.7556460499763489,-0.9376416206359863
77,axxl-property,can fep,mammal.n.01,0.3286026120185852,0.2998633086681366,0.4387383460998535,0.28282010555267334,0.2600381672382355,1,-0.332461416721344,-0.6232170462608337,-0.8144388198852539
78,axxl-property,can fep,mammal.n.01,0.35006096959114075,0.3656977415084839,0.43530163168907166,0.2835870683193207,0.2589530944824219,1,-0.3092270493507385,-0.5736612677574158,-0.734959602355957
79,axxl-property,can fep,mammal.n.01,0.35111886262893677,0.3889942169189453,0.43953558802604675,0.2881554961204529,0.27234387397766113,2,-0.12091364711523056,-0.2818952798843384,-0.32877302169799805
80,axxl-property,can fep,mammal.n.01,0.37508201599121094,0.3951849043369293,0.42942509055137634,0.2762836813926697,0.2519390881061554,2,-0.126196026802063,-0.2753587067127228,-0.49199891090393066
81,axxl-property,can fep,mammal.n.01,0.19693633913993835,0.2587510347366333,0.4776388108730316,0.29661521315574646,0.3237340450286865,2,-0.1796923279762268,-0.4791528582572937,-0.41061288118362427
82,axxl-property,can fep,mammal.n.01,0.27599775791168213,0.27073732018470764,0.46156200766563416,0.2922006845474243,0.2974884510040283,2,-0.15364447236061096,-0.398052453994751,-0.3650234639644623
83,axxl-property,can fep,mammal.n.01,0.31541693210601807,0.29493919014930725,0.464729368686676,0.2854999303817749,0.3060629367828369,2,-0.13960868120193481,-0.3810514509677887,-0.3626047372817993
84,axxl-property,can fep,mammal.n.01,0.368177205324173,0.34234416484832764,0.4653007686138153,0.2864375114440918,0.28811725974082947,2,-0.13367429375648499,-0.35007810592651367,-0.4367034137248993
85,axxl-property,can fep,mammal.n.01,0.3856450021266937,0.3464626371860504,0.45221638679504395,0.2760096490383148,0.25904256105422974,2,-0.1261110007762909,-0.32663553953170776,-0.4053584337234497
86,axxl-property,can fep,mammal.n.01,0.11708338558673859,0.21440809965133667,0.48153313994407654,0.2722271978855133,0.2668296694755554,2,-0.33100634813308716,-0.6502434015274048,-0.605102002620697
87,axxl-property,can fep,mammal.n.01,0.23531894385814667,0.26847198605537415,0.46721458435058594,0.2728627622127533,0.27401313185691833,2,-0.2509644627571106,-0.530877411365509,-0.5490787029266357
88,axxl-property,can fep,mammal.n.01,0.33771511912345886,0.31832262873649597,0.460736483335495,0.28645002841949463,0.26881855726242065,2,-0.22608132660388947,-0.4361537992954254,-0.4772549569606781
89,axxl-property,can fep,mammal.n.01,0.37557661533355713,0.3476496636867523,0.4669514000415802,0.29637596011161804,0.2763665020465851,2,-0.20518262684345245,-0.4080093801021576,-0.4525763690471649
90,axxl-property,can fep,mammal.n.01,0.38216260075569153,0.3693527579307556,0.4630608558654785,0.2955389618873596,0.26760363578796387,2,-0.18399083614349365,-0.36912134289741516,-0.4101167619228363
91,axxl-property,can fep,mammal.n.01,0.11453451961278915,0.18050870299339294,0.4541548490524292,0.27694374322891235,0.29404985904693604,2,-0.16796907782554626,-0.4600570797920227,-0.46013039350509644
92,axxl-property,can fep,mammal.n.01,0.28856396675109863,0.26665863394737244,0.4541622996330261,0.28304436802864075,0.2675939202308655,2,-0.13702091574668884,-0.3179589509963989,-0.5132848620414734
93,axxl-property,can fep,mammal.n.01,0.3335385024547577,0.2835194766521454,0.43142518401145935,0.2832103967666626,0.27475640177726746,2,-0.13357441127300262,-0.28999972343444824,-0.37375688552856445
94,axxl-property,can fep,mammal.n.01,0.38968151807785034,0.34292834997177124,0.44673895835876465,0.28183239698410034,0.2705423831939697,2,-0.118328757584095,-0.29634225368499756,-0.34249213337898254
95,axxl-property,can fep,mammal.n.01,0.4015495479106903,0.35369130969047546,0.45202428102493286,0.2955014705657959,0.29357588291168213,2,-0.12501034140586853,-0.27279067039489746,-0.34492558240890503
96,axxl-property,can fep,mammal.n.01,0.20287294685840607,0.18736599385738373,0.4812409281730652,0.31280413269996643,0.28468313813209534,2,-0.21181243658065796,-0.4124448895454407,-0.47703438997268677
97,axxl-property,can fep,mammal.n.01,0.3281004726886749,0.28631526231765747,0.4658220112323761,0.3076097369194031,0.28294122219085693,2,-0.1882329285144806,-0.35445913672447205,-0.40223172307014465
98,axxl-property,can fep,mammal.n.01,0.36882078647613525,0.35605040192604065,0.4734097719192505,0.3110058605670929,0.28526169061660767,2,-0.17792649567127228,-0.3363926410675049,-0.38794031739234924
99,axxl-property,can fep,mammal.n.01,0.39514124393463135,0.38768428564071655,0.4613683223724365,0.30245256423950195,0.2744450569152832,2,-0.1777028888463974,-0.34491750597953796,-0.42647090554237366
100,axxl-property,can fep,mammal.n.01,0.4002280831336975,0.3918735682964325,0.4658048152923584,0.3078972399234772,0.2905465364456177,2,-0.1625937968492508,-0.31738653779029846,-0.34400197863578796
101,axxl-property,can fep,reptile.n.01,0.4189489781856537,0.4732809364795685,0.43944084644317627,0.35157182812690735,0.3303981423377991,2,-0.25114354491233826,-0.3853203356266022,-0.2586596608161926
102,axxl-property,can fep,reptile.n.01,0.4794382154941559,0.5082178711891174,0.45152920484542847,0.2977222502231598,0.28129518032073975,2,-0.21270784735679626,-0.26261019706726074,-0.3377159535884857
103,axxl-property,can fep,reptile.n.01,0.5285419821739197,0.4939216077327728,0.4213229715824127,0.34565186500549316,0.21273691952228546,2,-0.2151804268360138,-0.16890501976013184,-0.4640578627586365
104,axxl-property,can fep,reptile.n.01,0.5696459412574768,0.5245134830474854,0.40535223484039307,0.3454073369503021,0.23286575078964233,2,-0.22891856729984283,-0.2970205545425415,-0.49692249298095703
105,axxl-property,can fep,reptile.n.01,0.5626637935638428,0.5461719036102295,0.35392671823501587,0.26177161931991577,0.2823667824268341,2,-0.2616240084171295,-0.27156171202659607,-0.23971524834632874
106,axxl-property,can fep,reptile.n.01,0.4189489781856537,0.4732809364795685,0.43944084644317627,0.35157182812690735,0.27654677629470825,2,-0.2489495724439621,-0.38262036442756653,-0.39630255103111267
107,axxl-property,can fep,reptile.n.01,0.45857173204421997,0.45368748903274536,0.3988822400569916,0.3373885452747345,0.22305913269519806,2,-0.22835209965705872,-0.39071041345596313,-0.4324524402618408
108,axxl-property,can fep,reptile.n.01,0.5242127776145935,0.49523261189460754,0.38822606205940247,0.35672807693481445,0.2646603286266327,2,-0.21906766295433044,-0.32928332686424255,-0.4065225124359131
109,axxl-property,can fep,reptile.n.01,0.48502159118652344,0.5377861857414246,0.3716745376586914,0.3350454866886139,0.30669909715652466,2,-0.1602563112974167,-0.37289655208587646,-0.20903103053569794
110,axxl-property,can fep,reptile.n.01,0.5445111393928528,0.5564892292022705,0.4136197566986084,0.3303627371788025,0.2083321511745453,2,-0.1552465558052063,-0.29719576239585876,-0.4493231475353241
111,axxl-property,can fep,reptile.n.01,0.38853874802589417,0.4956923723220825,0.2895173728466034,0.2970058023929596,0.22334891557693481,2,-0.21992820501327515,-0.4323708713054657,-0.37117838859558105
112,axxl-property,can fep,reptile.n.01,0.47513121366500854,0.5136937499046326,0.35392674803733826,0.2671648859977722,0.27332526445388794,2,-0.20165109634399414,-0.39779865741729736,-0.24100227653980255
113,axxl-property,can fep,reptile.n.01,0.45872950553894043,0.5224391222000122,0.3826688826084137,0.2940017282962799,0.24260957539081573,2,-0.1901400089263916,-0.35013657808303833,-0.36731719970703125
114,axxl-property,can fep,reptile.n.01,0.491560697555542,0.5579277276992798,0.4213229715824127,0.27817580103874207,0.2532876431941986,2,-0.188375785946846,-0.31350722908973694,-0.25948649644851685
115,axxl-property,can fep,reptile.n.01,0.44726133346557617,0.5750948786735535,0.3988822400569916,0.3079180121421814,0.26737654209136963,2,-0.19814962148666382,-0.285955011844635,-0.17361575365066528
116,axxl-property,can fep,reptile.n.01,0.38853874802589417,0.4956923723220825,0.2895173728466034,0.2970058023929596,0.22840744256973267,2,-0.22293764352798462,-0.4335295855998993,-0.46508121490478516
117,axxl-property,can fep,reptile.n.01,0.3845990300178528,0.5021687150001526,0.35617929697036743,0.2778855562210083,0.2864605784416199,2,-0.17985479533672333,-0.40440377593040466,-0.42774686217308044
118,axxl-property,can fep,reptile.n.01,0.45872950553894043,0.522439181804657,0.3826688826084137,0.2940017282962799,0.30089548230171204,2,-0.1891542375087738,-0.35224229097366333,-0.21874991059303284
119,axxl-property,can fep,reptile.n.01,0.55680251121521,0.5263715386390686,0.4056027829647064,0.30367976427078247,0.3075985908508301,2,-0.1690104454755783,-0.411588191986084,-0.3626978397369385
120,axxl-property,can fep,reptile.n.01,0.6511476039886475,0.5530954599380493,0.4451272487640381,0.3220321834087372,0.3421553671360016,2,-0.173039972782135,-0.2927221357822418,-0.11219418048858643
121,axxl-property,can fep,reptile.n.01,0.40269672870635986,0.4464820623397827,0.44790568947792053,0.3371497392654419,0.32231423258781433,2,-0.21240536868572235,-0.2513759136199951,-0.1915765404701233
122,axxl-property,can fep,reptile.n.01,0.4634287357330322,0.4143991470336914,0.42538976669311523,0.3792266249656677,0.2898271083831787,2,-0.20903678238391876,-0.18571016192436218,-0.18429894745349884
123,axxl-property,can fep,reptile.n.01,0.5242127776145935,0.49523261189460754,0.38822606205940247,0.35672807693481445,0.28009793162345886,2,-0.2220398187637329,-0.33256790041923523,-0.2892780601978302
124,axxl-property,can fep,reptile.n.01,0.56686931848526,0.532691240310669,0.3809753954410553,0.35071948170661926,0.272165983915329,2,-0.24483831226825714,-0.33570799231529236,-0.4738839566707611
125,axxl-property,can fep,reptile.n.01,0.6200985312461853,0.5499680042266846,0.3856584429740906,0.31972500681877136,0.3641734719276428,2,-0.2671835422515869,-0.395816832780838,-0.18728601932525635
126,axxl-property,can fep,reptile.n.01,0.4189489781856537,0.4732809364795685,0.43944084644317627,0.35157182812690735,0.3160195052623749,2,-0.25641873478889465,-0.3908452093601227,-0.3458232879638672
127,axxl-property,can fep,reptile.n.01,0.458903968334198,0.5040642023086548,0.43065351247787476,0.36793914437294006,0.28248131275177,2,-0.2328280210494995,-0.29093828797340393,-0.3804261088371277
128,axxl-property,can fep,reptile.n.01,0.48503565788269043,0.5324240326881409,0.4155162274837494,0.3440747559070587,0.32659873366355896,2,-0.23922348022460938,-0.28255701065063477,-0.20912809669971466
129,axxl-property,can fep,reptile.n.01,0.56686931848526,0.5326912999153137,0.3809754550457001,0.35071948170661926,0.2156260758638382,2,-0.23976288735866547,-0.32974717020988464,-0.39358624815940857
130,axxl-property,can fep,reptile.n.01,0.6200985312461853,0.5499680042266846,0.3856584429740906,0.319724977016449,0.22523923218250275,2,-0.2684013247489929,-0.3992679715156555,-0.5654093623161316
131,axxl-property,can fep,reptile.n.01,0.3644387423992157,0.4002457857131958,0.38082030415534973,0.25723400712013245,0.31351354718208313,2,-0.3313244879245758,-0.5163025856018066,-0.37161538004875183
132,axxl-property,can fep,reptile.n.01,0.47513121366500854,0.5136937499046326,0.35392677783966064,0.2671648859977722,0.2771700322628021,2,-0.1979435384273529,-0.39162009954452515,-0.3049948811531067
133,axxl-property,can fep,reptile.n.01,0.46612900495529175,0.5548728704452515,0.3995160758495331,0.2946515381336212,0.2757321894168854,3,-0.10621637105941772,-0.2328520268201828,-0.14524902403354645
134,axxl-property,can fep,reptile.n.01,0.4247328042984009,0.5557355284690857,0.40245065093040466,0.32116609811782837,0.3189503252506256,2,-0.167157843708992,-0.40056416392326355,-0.21803607046604156
135,axxl-property,can fep,reptile.n.01,0.43882516026496887,0.5797480344772339,0.43964701890945435,0.3037692904472351,0.300902396440506,2,-0.15407681465148926,-0.3690139055252075,-0.1765384078025818
136,axxl-property,can fep,reptile.n.01,0.20733116567134857,0.37314677238464355,0.4277438223361969,0.3340243399143219,0.291806697845459,2,-0.24393528699874878,-0.3532524108886719,-0.3934430778026581
137,axxl-property,can fep,reptile.n.01,0.4650086462497711,0.4736129641532898,0.377897709608078,0.28417181968688965,0.2817974090576172,2,-0.1930748075246811,-0.383435994386673,-0.5935039520263672
138,axxl-property,can fep,reptile.n.01,0.5177341103553772,0.539904773235321,0.38774576783180237,0.3267945647239685,0.2935209572315216,2,-0.17671531438827515,-0.35357969999313354,-0.26190972328186035
139,axxl-property,can fep,reptile.n.01,0.48502159118652344,0.5377861857414246,0.371674507856369,0.3350454568862915,0.2825489640235901,2,-0.1609257459640503,-0.3722115457057953,-0.17024661600589752
140,axxl-property,can fep,reptile.n.01,0.5704567432403564,0.5767742395401001,0.4071505665779114,0.36371687054634094,0.35137856006622314,2,-0.15575170516967773,-0.2532748281955719,-0.20095425844192505
141,axxl-property,can fep,reptile.n.01,0.38853874802589417,0.4956923723220825,0.2895173728466034,0.2970058023929596,0.2530515491962433,2,-0.22164492309093475,-0.43056607246398926,-0.2904606759548187
142,axxl-property,can fep,reptile.n.01,0.47513121366500854,0.5136937499046326,0.35392674803733826,0.2671648859977722,0.2523373067378998,2,-0.20585498213768005,-0.40273499488830566,-0.5838403701782227
143,axxl-property,can fep,reptile.n.01,0.5520063042640686,0.5131722688674927,0.4012061655521393,0.2800203561782837,0.24861103296279907,2,-0.18148374557495117,-0.3913291096687317,-0.19340023398399353
144,axxl-property,can fep,reptile.n.01,0.554809033870697,0.5670758485794067,0.40459272265434265,0.3179774880409241,0.2838951051235199,2,-0.16473042964935303,-0.38505205512046814,-0.16974495351314545
145,axxl-property,can fep,reptile.n.01,0.5375072360038757,0.5695226192474365,0.3890328109264374,0.3053971529006958,0.27982813119888306,2,-0.15359795093536377,-0.5129485130310059,-0.2175360918045044
146,axxl-property,can fep,reptile.n.01,0.40269672870635986,0.4464820623397827,0.44790568947792053,0.3371497392654419,0.3379082679748535,2,-0.21972942352294922,-0.2568458616733551,-0.2061787098646164
147,axxl-property,can fep,reptile.n.01,0.458903968334198,0.5040642023086548,0.43065351247787476,0.3679391145706177,0.2869877219200134,2,-0.24461951851844788,-0.3027476966381073,-0.3551197350025177
148,axxl-property,can fep,reptile.n.01,0.4919035732746124,0.5353996753692627,0.44363704323768616,0.3458925485610962,0.25184619426727295,2,-0.21411970257759094,-0.2858995795249939,-0.42300307750701904
149,axxl-property,can fep,reptile.n.01,0.4779539108276367,0.5600171685218811,0.4012061655521393,0.23277385532855988,0.3674066960811615,2,-0.23379842936992645,-0.31813350319862366,-0.19625769555568695
150,axxl-property,can fep,reptile.n.01,0.5626639127731323,0.5461719632148743,0.35392671823501587,0.26177164912223816,0.32375258207321167,2,-0.25980129837989807,-0.2692885398864746,-0.2455991506576538
151,axxl-property,can fep,fish.n.01,0.11794160306453705,0.26694151759147644,0.5380924940109253,0.28147637844085693,0.24270574748516083,2,-0.41289085149765015,-0.37224680185317993,-0.42401644587516785
152,axxl-property,can fep,fish.n.01,0.22584688663482666,0.4329802691936493,0.5465769171714783,0.30199870467185974,0.24166370928287506,2,-0.6232709288597107,-0.5342140197753906,-0.3786284923553467
153,axxl-property,can fep,fish.n.01,0.23504281044006348,0.4154191315174103,0.5385199189186096,0.304704874753952,0.2438870370388031,3,-0.26207247376441956,-0.29425060749053955,-0.24612928926944733
154,axxl-property,can fep,fish.n.01,0.2666899263858795,0.41488489508628845,0.542479932308197,0.30445411801338196,0.23639759421348572,3,-0.28347232937812805,-0.33622366189956665,-0.33993563055992126
155,axxl-property,can fep,fish.n.01,0.26361358165740967,0.4691455662250519,0.5311224460601807,0.3270176351070404,0.24024160206317902,3,-0.3125917315483093,-0.3954235911369324,-0.3396305441856384
156,axxl-property,can fep,fish.n.01,0.20251044631004333,0.4189022183418274,0.5064801573753357,0.2904787063598633,0.2263457477092743,3,-0.4794001281261444,-0.45331940054893494,-0.41003453731536865
157,axxl-property,can fep,fish.n.01,0.20090468227863312,0.36753377318382263,0.5228314995765686,0.2766975462436676,0.22338855266571045,3,-0.4230431020259857,-0.391208291053772,-0.27973249554634094
