trial,model,property,category,within_similarity,outside_similarity,overlap_within,overlap_similar,overlap_random,stopping_epoch,logprob_within,logprob_similar,logprob_random
104,axxl-property,can dax,reptile.n.01,0.5696459412574768,0.5245134830474854,0.40535223484039307,0.3454073369503021,0.23286575078964233,2,-0.06878861039876938,-0.062305014580488205,-0.971923291683197
105,axxl-property,can dax,reptile.n.01,0.5626637935638428,0.5461719036102295,0.35392671823501587,0.26177161931991577,0.2823667824268341,2,-0.07499879598617554,-0.07317602634429932,-0.0996396541595459
106,axxl-property,can dax,reptile.n.01,0.4189489781856537,0.4732809364795685,0.43944084644317627,0.35157182812690735,0.27654677629470825,2,-0.13951550424098969,-0.19582076370716095,-0.30240195989608765
107,axxl-property,can dax,reptile.n.01,0.45857173204421997,0.45368748903274536,0.3988822400569916,0.3373885452747345,0.22305913269519806,2,-0.08881878852844238,-0.13629567623138428,-0.3619876801967621
108,axxl-property,can dax,reptile.n.01,0.5242127776145935,0.49523261189460754,0.38822606205940247,0.35672807693481445,0.2646603286266327,2,-0.07740038633346558,-0.08202263712882996,-0.5393519401550293
109,axxl-property,can dax,reptile.n.01,0.48502159118652344,0.5377861857414246,0.3716745376586914,0.3350454866886139,0.30669909715652466,2,-0.05820222571492195,-0.06215699389576912,-0.1183592900633812
110,axxl-property,can dax,reptile.n.01,0.5445111393928528,0.5564892292022705,0.4136197566986084,0.3303627371788025,0.2083321511745453,2,-0.06246387958526611,-0.04164755344390869,-0.11039429903030396
111,axxl-property,can dax,reptile.n.01,0.38853874802589417,0.4956923723220825,0.2895173728466034,0.2970058023929596,0.22334891557693481,2,-0.051499903202056885,-0.04522264003753662,-0.039685964584350586
112,axxl-property,can dax,reptile.n.01,0.47513121366500854,0.5136937499046326,0.35392674803733826,0.2671648859977722,0.27332526445388794,1,-0.18016253411769867,-0.23083314299583435,-0.16214750707149506
113,axxl-property,can dax,reptile.n.01,0.45872950553894043,0.5224391222000122,0.3826688826084137,0.2940017282962799,0.24260957539081573,1,-0.19494594633579254,-0.20987576246261597,-0.712868332862854
114,axxl-property,can dax,reptile.n.01,0.491560697555542,0.5579277276992798,0.4213229715824127,0.27817580103874207,0.2532876431941986,1,-0.21040530502796173,-0.37667250633239746,-0.43114331364631653
115,axxl-property,can dax,reptile.n.01,0.44726133346557617,0.5750948786735535,0.3988822400569916,0.3079180121421814,0.26737654209136963,2,-0.05211365222930908,-0.027453601360321045,-0.024879813194274902
116,axxl-property,can dax,reptile.n.01,0.38853874802589417,0.4956923723220825,0.2895173728466034,0.2970058023929596,0.22840744256973267,1,-0.1935378909111023,-0.24388323724269867,-0.5465651154518127
117,axxl-property,can dax,reptile.n.01,0.3845990300178528,0.5021687150001526,0.35617929697036743,0.2778855562210083,0.2864605784416199,1,-0.20194187760353088,-0.20558615028858185,-0.549646258354187
118,axxl-property,can dax,reptile.n.01,0.45872950553894043,0.522439181804657,0.3826688826084137,0.2940017282962799,0.30089548230171204,1,-0.19744861125946045,-0.21276378631591797,-0.30937305092811584
119,axxl-property,can dax,reptile.n.01,0.55680251121521,0.5263715386390686,0.4056027829647064,0.30367976427078247,0.3075985908508301,2,-0.04089093208312988,-0.04472017288208008,-0.21353574097156525
120,axxl-property,can dax,reptile.n.01,0.6511476039886475,0.5530954599380493,0.4451272487640381,0.3220321834087372,0.3421553671360016,2,-0.045479416847229004,-0.028242826461791992,-0.03187525272369385
121,axxl-property,can dax,reptile.n.01,0.40269672870635986,0.4464820623397827,0.44790568947792053,0.3371497392654419,0.32231423258781433,1,-0.21480727195739746,-0.12963856756687164,-0.36262837052345276
122,axxl-property,can dax,reptile.n.01,0.4634287357330322,0.4143991470336914,0.42538976669311523,0.3792266249656677,0.2898271083831787,1,-0.1998234987258911,-0.10131597518920898,-0.2355232685804367
123,axxl-property,can dax,reptile.n.01,0.5242127776145935,0.49523261189460754,0.38822606205940247,0.35672807693481445,0.28009793162345886,2,-0.07995012402534485,-0.08457666635513306,-0.15023434162139893
124,axxl-property,can dax,reptile.n.01,0.56686931848526,0.532691240310669,0.3809753954410553,0.35071948170661926,0.272165983915329,2,-0.05344665050506592,-0.06303659826517105,-0.35342761874198914
125,axxl-property,can dax,reptile.n.01,0.6200985312461853,0.5499680042266846,0.3856584429740906,0.31972500681877136,0.3641734719276428,2,-0.051690638065338135,-0.06532162427902222,-0.04225641489028931
126,axxl-property,can dax,reptile.n.01,0.4189489781856537,0.4732809364795685,0.43944084644317627,0.35157182812690735,0.3160195052623749,2,-0.13704705238342285,-0.19556798040866852,-0.3680879771709442
127,axxl-property,can dax,reptile.n.01,0.458903968334198,0.5040642023086548,0.43065351247787476,0.36793914437294006,0.28248131275177,2,-0.09658491611480713,-0.09609701484441757,-0.7483345866203308
128,axxl-property,can dax,reptile.n.01,0.48503565788269043,0.5324240326881409,0.4155162274837494,0.3440747559070587,0.32659873366355896,2,-0.06892883777618408,-0.06899642944335938,-0.1475546956062317
129,axxl-property,can dax,reptile.n.01,0.56686931848526,0.5326912999153137,0.3809754550457001,0.35071948170661926,0.2156260758638382,2,-0.05099987983703613,-0.05928615853190422,-0.07681270688772202
130,axxl-property,can dax,reptile.n.01,0.6200985312461853,0.5499680042266846,0.3856584429740906,0.319724977016449,0.22523923218250275,2,-0.048558831214904785,-0.06275427341461182,-0.4551747739315033
131,axxl-property,can dax,reptile.n.01,0.3644387423992157,0.4002457857131958,0.38082030415534973,0.25723400712013245,0.31351354718208313,1,-0.2423616647720337,-0.49650833010673523,-0.5980741381645203
132,axxl-property,can dax,reptile.n.01,0.47513121366500854,0.5136937499046326,0.35392677783966064,0.2671648859977722,0.2771700322628021,2,-0.04524200037121773,-0.043282367289066315,-0.21763448417186737
133,axxl-property,can dax,reptile.n.01,0.46612900495529175,0.5548728704452515,0.3995160758495331,0.2946515381336212,0.2757321894168854,2,-0.05689576268196106,-0.086056649684906,-0.18119925260543823
134,axxl-property,can dax,reptile.n.01,0.4247328042984009,0.5557355284690857,0.40245065093040466,0.32116609811782837,0.3189503252506256,2,-0.04682266712188721,-0.06801453977823257,-0.06420627981424332
135,axxl-property,can dax,reptile.n.01,0.43882516026496887,0.5797480344772339,0.43964701890945435,0.3037692904472351,0.300902396440506,2,-0.045465052127838135,-0.05475115776062012,-0.048581063747406006
136,axxl-property,can dax,reptile.n.01,0.20733116567134857,0.37314677238464355,0.4277438223361969,0.3340243399143219,0.291806697845459,2,-0.06588449329137802,-0.14908330142498016,-0.1848047375679016
137,axxl-property,can dax,reptile.n.01,0.4650086462497711,0.4736129641532898,0.377897709608078,0.28417181968688965,0.2817974090576172,2,-0.04955010488629341,-0.0500883087515831,-0.05235009267926216
138,axxl-property,can dax,reptile.n.01,0.5177341103553772,0.539904773235321,0.38774576783180237,0.3267945647239685,0.2935209572315216,2,-0.06365758180618286,-0.09221038222312927,-0.11660903692245483
139,axxl-property,can dax,reptile.n.01,0.48502159118652344,0.5377861857414246,0.371674507856369,0.3350454568862915,0.2825489640235901,2,-0.05610259249806404,-0.06044192984700203,-0.05725574493408203
140,axxl-property,can dax,reptile.n.01,0.5704567432403564,0.5767742395401001,0.4071505665779114,0.36371687054634094,0.35137856006622314,2,-0.05818706750869751,-0.03448086977005005,-0.03454393148422241
141,axxl-property,can dax,reptile.n.01,0.38853874802589417,0.4956923723220825,0.2895173728466034,0.2970058023929596,0.2530515491962433,1,-0.19523493945598602,-0.2448359876871109,-0.5927204489707947
