trial,model,property,category,n,similarity_within,similarity_similar,similarity_random,overlap_within,overlap_similar,overlap_random,stopping_epoch,logprob_within,logprob_similar,logprob_random
161,bl-property,can fep,fish.n.01,1,0.3944910764694214,0.406619131565094,0.3130072057247162,0.5519443154335022,0.28986719250679016,0.2365410327911377,3,-0.2850657105445862,-0.5463241338729858,-0.24327388405799866
162,bl-property,can fep,fish.n.01,2,0.45834243297576904,0.4880216419696808,0.3894115388393402,0.56166011095047,0.2853275239467621,0.24842317402362823,4,-0.19992832839488983,-0.3156105875968933,-0.2611863911151886
163,bl-property,can fep,fish.n.01,3,0.4932282269001007,0.5331482887268066,0.4408235251903534,0.50758957862854,0.25939762592315674,0.23841585218906403,3,-0.2995210587978363,-0.4170142412185669,-0.2312757968902588
164,bl-property,can fep,fish.n.01,4,0.5153343081474304,0.5635395050048828,0.44496574997901917,0.4975571632385254,0.2869497537612915,0.258796751499176,3,-0.2209916114807129,-0.3454124927520752,-0.2115165740251541
165,bl-property,can fep,fish.n.01,5,0.5362686514854431,0.5772757530212402,0.501997709274292,0.5004634261131287,0.28488171100616455,0.25169694423675537,7,-0.1575096696615219,-0.2414179891347885,-0.2256503403186798
166,bl-property,can fep,fish.n.01,1,0.3944910764694214,0.406619131565094,0.33298301696777344,0.5519443154335022,0.28986719250679016,0.2615995705127716,2,-0.4404413402080536,-0.7413215041160583,-0.5403050780296326
167,bl-property,can fep,fish.n.01,2,0.4775349199771881,0.5136789679527283,0.42059433460235596,0.5554799437522888,0.24785959720611572,0.2375447303056717,3,-0.2609556019306183,-0.3884512186050415,-0.28332534432411194
168,bl-property,can fep,fish.n.01,3,0.5069224834442139,0.5938200354576111,0.4409162700176239,0.5512189269065857,0.24051526188850403,0.22900691628456116,3,-0.31377434730529785,-0.2945951223373413,-0.44170838594436646
169,bl-property,can fep,fish.n.01,4,0.527687132358551,0.5990422964096069,0.5166333317756653,0.5283666849136353,0.2320910394191742,0.2515656054019928,3,-0.25933346152305603,-0.31177154183387756,-0.343825101852417
170,bl-property,can fep,fish.n.01,5,0.5337250828742981,0.593764066696167,0.43999725580215454,0.5181043744087219,0.2423996776342392,0.22131195664405823,3,-0.2162685990333557,-0.32671236991882324,-0.4874439239501953
171,bl-property,can fep,fish.n.01,1,0.3944910764694214,0.406619131565094,0.30738919973373413,0.5519443154335022,0.28986719250679016,0.22827576100826263,2,-0.48658281564712524,-0.8123096227645874,-0.5275081992149353
172,bl-property,can fep,fish.n.01,2,0.46926411986351013,0.5137907862663269,0.4433279037475586,0.5414689779281616,0.26414382457733154,0.2660216987133026,2,-0.38991308212280273,-0.5379989147186279,-0.3871947228908539
173,bl-property,can fep,fish.n.01,3,0.5113745331764221,0.5532045960426331,0.41140106320381165,0.5326521396636963,0.25886669754981995,0.21706338226795197,2,-0.4092085063457489,-0.5858461260795593,-0.4581879675388336
174,bl-property,can fep,fish.n.01,4,0.514419436454773,0.5557977557182312,0.47772979736328125,0.5306460857391357,0.28795111179351807,0.24440106749534607,4,-0.1649342179298401,-0.2540348172187805,-0.12422081083059311
175,bl-property,can fep,fish.n.01,5,0.5309020280838013,0.585341215133667,0.4955436885356903,0.517582893371582,0.2891949415206909,0.23811210691928864,3,-0.19350296258926392,-0.31073781847953796,-0.34036490321159363
176,bl-property,can fep,fish.n.01,1,0.3954735994338989,0.4389810264110565,0.35799363255500793,0.49413374066352844,0.3140147626399994,0.24597562849521637,4,-0.3211522698402405,-0.43788689374923706,-0.3612118363380432
177,bl-property,can fep,fish.n.01,2,0.46066710352897644,0.5277360677719116,0.43132153153419495,0.46426355838775635,0.26342305541038513,0.23891718685626984,3,-0.2662084996700287,-0.36782798171043396,-0.21653462946414948
178,bl-property,can fep,fish.n.01,3,0.49967020750045776,0.5569442510604858,0.4289565086364746,0.4841502606868744,0.2683975398540497,0.28117290139198303,3,-0.19533638656139374,-0.2980581820011139,-0.3258342444896698
179,bl-property,can fep,fish.n.01,4,0.5150424242019653,0.563743531703949,0.4242434501647949,0.5026054382324219,0.27756041288375854,0.22730591893196106,6,-0.19942864775657654,-0.2819392681121826,-0.14615586400032043
180,bl-property,can fep,fish.n.01,5,0.5354141592979431,0.5959165096282959,0.4727131426334381,0.508529007434845,0.2753192186355591,0.23645156621932983,6,-0.09728413075208664,-0.14872333407402039,-0.12285721302032471
181,bl-property,can fep,fish.n.01,1,0.3636486232280731,0.45928019285202026,0.3719361126422882,0.42262279987335205,0.23615166544914246,0.24110601842403412,1,-0.6383564472198486,-0.8048022389411926,-0.5236921310424805
182,bl-property,can fep,fish.n.01,2,0.44552603363990784,0.53402179479599,0.38294363021850586,0.3950464427471161,0.2365502268075943,0.21320493519306183,2,-0.3875614106655121,-0.526081383228302,-0.29445967078208923
183,bl-property,can fep,fish.n.01,3,0.4922124743461609,0.5621033310890198,0.44756269454956055,0.4433755874633789,0.2534016966819763,0.23822607100009918,3,-0.29703089594841003,-0.3727750778198242,-0.2562035620212555
184,bl-property,can fep,fish.n.01,4,0.5247251391410828,0.5977263450622559,0.4746933579444885,0.4783744812011719,0.23989716172218323,0.2192627191543579,2,-0.38242655992507935,-0.5292717218399048,-0.25530606508255005
185,bl-property,can fep,fish.n.01,5,0.5323923230171204,0.6082826852798462,0.4767179489135742,0.4916320741176605,0.26342859864234924,0.23112347722053528,4,-0.16876481473445892,-0.21585747599601746,-0.12724918127059937
186,bl-property,can fep,fish.n.01,1,0.3795229196548462,0.43499237298965454,0.3565484285354614,0.36207830905914307,0.2415538877248764,0.22242607176303864,3,-0.3057654798030853,-0.4772831201553345,-0.291098415851593
187,bl-property,can fep,fish.n.01,2,0.4645531475543976,0.5133477449417114,0.3912634551525116,0.4805753231048584,0.262447714805603,0.24184440076351166,3,-0.2379283457994461,-0.4100003242492676,-0.1605391949415207
188,bl-property,can fep,fish.n.01,3,0.4962424039840698,0.5522549748420715,0.41596028208732605,0.49039870500564575,0.2748943567276001,0.23345039784908295,3,-0.24761000275611877,-0.34363842010498047,-0.15442770719528198
189,bl-property,can fep,fish.n.01,4,0.5165122747421265,0.586489737033844,0.44903382658958435,0.48343244194984436,0.269270658493042,0.2485506236553192,3,-0.24234561622142792,-0.3322133719921112,-0.2280978262424469
190,bl-property,can fep,fish.n.01,5,0.5379265546798706,0.6159953474998474,0.46775898337364197,0.4913320243358612,0.27068549394607544,0.2457500398159027,4,-0.1572616547346115,-0.2218600958585739,-0.14956551790237427
191,bl-property,can fep,fish.n.01,1,0.3636486232280731,0.45928019285202026,0.31920483708381653,0.42262279987335205,0.23615166544914246,0.2131708413362503,1,-0.6344922780990601,-0.7765171527862549,-0.627528190612793
192,bl-property,can fep,fish.n.01,2,0.43430304527282715,0.4959057867527008,0.3618117868900299,0.46684905886650085,0.2537863850593567,0.2227742224931717,2,-0.39541253447532654,-0.5222523212432861,-0.41129231452941895
193,bl-property,can fep,fish.n.01,3,0.491354376077652,0.5481142401695251,0.3957398533821106,0.48007312417030334,0.2683205008506775,0.2374025285243988,3,-0.3502557575702667,-0.4519955515861511,-0.33769023418426514
194,bl-property,can fep,fish.n.01,4,0.5232491493225098,0.5869195461273193,0.4586853086948395,0.49355942010879517,0.2553112804889679,0.24133427441120148,3,-0.2925267219543457,-0.3570300042629242,-0.2592625916004181
195,bl-property,can fep,fish.n.01,5,0.5450671911239624,0.5951554775238037,0.4502246081829071,0.5105816721916199,0.26750248670578003,0.24269281327724457,4,-0.1749950796365738,-0.2611067593097687,-0.21497726440429688
196,bl-property,can fep,fish.n.01,1,0.370401531457901,0.38837921619415283,0.3061215281486511,0.554677426815033,0.2973354458808899,0.25001081824302673,3,-0.3094992935657501,-0.38259169459342957,-0.49152201414108276
197,bl-property,can fep,fish.n.01,2,0.47015252709388733,0.5062878727912903,0.4014866054058075,0.5589394569396973,0.26699259877204895,0.24246914684772491,2,-0.48662272095680237,-0.6167089939117432,-0.5505090355873108
198,bl-property,can fep,fish.n.01,3,0.4988551139831543,0.544187068939209,0.4429912865161896,0.5391133427619934,0.2856024205684662,0.26334330439567566,3,-0.247678741812706,-0.3337886929512024,-0.44414740800857544
199,bl-property,can fep,fish.n.01,4,0.5202897787094116,0.5673503279685974,0.4536120891571045,0.5317836999893188,0.26424551010131836,0.2715110182762146,5,-0.13907672464847565,-0.20189189910888672,-0.1458955854177475
200,bl-property,can fep,fish.n.01,5,0.535083532333374,0.5828264951705933,0.4913230538368225,0.5262566804885864,0.25963348150253296,0.23771978914737701,3,-0.2028418630361557,-0.28731951117515564,-0.22135071456432343
201,bl-property,can fep,insect.n.01,1,0.3087916970252991,0.369557648897171,0.29384055733680725,0.34784838557243347,0.2032431960105896,0.1795264631509781,1,-0.8949606418609619,-0.7226304411888123,-0.47756651043891907
202,bl-property,can fep,insect.n.01,2,0.4044789969921112,0.4557872712612152,0.39898672699928284,0.3575930893421173,0.21922269463539124,0.22393760085105896,2,-0.5669592618942261,-0.5062770843505859,-0.3964684307575226
203,bl-property,can fep,insect.n.01,3,0.4540424346923828,0.5091189742088318,0.4267246127128601,0.36655324697494507,0.22633904218673706,0.19320054352283478,4,-0.25031206011772156,-0.23248369991779327,-0.16540996730327606
204,bl-property,can fep,insect.n.01,4,0.4670044779777527,0.5158708095550537,0.4166695773601532,0.3789697289466858,0.24466732144355774,0.20952783524990082,4,-0.23603197932243347,-0.26079261302948,-0.2646326422691345
205,bl-property,can fep,insect.n.01,5,0.4815755784511566,0.5383933186531067,0.43012645840644836,0.38109347224235535,0.24780043959617615,0.22261711955070496,5,-0.11327555030584335,-0.15162615478038788,-0.09254366159439087
206,bl-property,can fep,insect.n.01,1,0.3239838778972626,0.35225945711135864,0.29644256830215454,0.3451403081417084,0.1873607039451599,0.179313063621521,4,-0.35046911239624023,-0.2293621301651001,-0.26507845520973206
207,bl-property,can fep,insect.n.01,2,0.3862590789794922,0.43564197421073914,0.3579816222190857,0.3481653928756714,0.20448067784309387,0.1891261637210846,4,-0.31346607208251953,-0.24151986837387085,-0.22634674608707428
208,bl-property,can fep,insect.n.01,3,0.4317280352115631,0.5311154127120972,0.42873361706733704,0.34895890951156616,0.20597699284553528,0.18662121891975403,4,-0.3485862910747528,-0.22328002750873566,-0.2974814772605896
209,bl-property,can fep,insect.n.01,4,0.44799041748046875,0.5556187033653259,0.44262203574180603,0.3529972732067108,0.22873252630233765,0.21278263628482819,5,-0.2210543006658554,-0.18759764730930328,-0.22036750614643097
210,bl-property,can fep,insect.n.01,5,0.4813418388366699,0.5591973066329956,0.46391716599464417,0.3596266806125641,0.23077215254306793,0.20527945458889008,6,-0.0893135666847229,-0.08822119981050491,-0.08974266052246094
211,bl-property,can fep,insect.n.01,1,0.3764210641384125,0.4101121723651886,0.3464881181716919,0.38945597410202026,0.2266615927219391,0.20970483124256134,3,-0.44968894124031067,-0.43700969219207764,-0.3064321279525757
212,bl-property,can fep,insect.n.01,2,0.4020986258983612,0.4304584264755249,0.3839092552661896,0.4051154851913452,0.250852108001709,0.24174095690250397,3,-0.5221740007400513,-0.5743589997291565,-0.4326511025428772
213,bl-property,can fep,insect.n.01,3,0.4428541958332062,0.5010043382644653,0.421205073595047,0.39420562982559204,0.24629580974578857,0.2291884869337082,4,-0.27216407656669617,-0.251647412776947,-0.2769743502140045
214,bl-property,can fep,insect.n.01,4,0.48296254873275757,0.5367595553398132,0.4674665033817291,0.39479175209999084,0.25402015447616577,0.20475244522094727,5,-0.1878773272037506,-0.19322361052036285,-0.1484093815088272
215,bl-property,can fep,insect.n.01,5,0.4918206036090851,0.5808886885643005,0.48421552777290344,0.38839882612228394,0.25297191739082336,0.22108890116214752,7,-0.23535795509815216,-0.20283174514770508,-0.14440561830997467
216,bl-property,can fep,insect.n.01,1,0.2685314416885376,0.36518844962120056,0.27283838391304016,0.3774401843547821,0.25388455390930176,0.23411013185977936,3,-0.4279368817806244,-0.3758313059806824,-0.2340289056301117
217,bl-property,can fep,insect.n.01,2,0.3940601348876953,0.5552518963813782,0.4326779246330261,0.3617432415485382,0.2530999481678009,0.2153419554233551,5,-0.2380218207836151,-0.17450179159641266,-0.1361757218837738
218,bl-property,can fep,insect.n.01,3,0.45283690094947815,0.5479518175125122,0.4313643276691437,0.365745484828949,0.25035360455513,0.21782450377941132,5,-0.13392521440982819,-0.14294679462909698,-0.10831581801176071
219,bl-property,can fep,insect.n.01,4,0.4644133448600769,0.557586669921875,0.48659446835517883,0.3573548197746277,0.24927379190921783,0.20579348504543304,4,-0.2954425513744354,-0.26188358664512634,-0.19597125053405762
220,bl-property,can fep,insect.n.01,5,0.49324002861976624,0.5747266411781311,0.467301607131958,0.35326460003852844,0.25534576177597046,0.20891959965229034,4,-0.19055891036987305,-0.17711210250854492,-0.11599063873291016
221,bl-property,can fep,insect.n.01,1,0.3087916970252991,0.369557648897171,0.295247346162796,0.34784838557243347,0.2032431960105896,0.19728319346904755,3,-0.4349842071533203,-0.3614788055419922,-0.4659461975097656
222,bl-property,can fep,insect.n.01,2,0.382649302482605,0.5020322203636169,0.3974993824958801,0.3718140423297882,0.20588727295398712,0.22649258375167847,3,-0.46830832958221436,-0.2591164708137512,-0.3453432619571686
223,bl-property,can fep,insect.n.01,3,0.4383697807788849,0.5304613709449768,0.43766361474990845,0.3845122158527374,0.22429947555065155,0.2012174278497696,5,-0.13547097146511078,-0.10942196100950241,-0.07376260310411453
224,bl-property,can fep,insect.n.01,4,0.47524601221084595,0.557217001914978,0.45467570424079895,0.37690427899360657,0.2384643256664276,0.21764960885047913,5,-0.18481069803237915,-0.15068265795707703,-0.13682673871517181
225,bl-property,can fep,insect.n.01,5,0.48996153473854065,0.5564369559288025,0.45585110783576965,0.3667653799057007,0.2502079904079437,0.2226751446723938,4,-0.23559488356113434,-0.1981019377708435,-0.19027292728424072
226,bl-property,can fep,insect.n.01,1,0.36292919516563416,0.40535879135131836,0.32088539004325867,0.3944215774536133,0.2087564468383789,0.22251133620738983,2,-0.6325889825820923,-0.4944157004356384,-0.5032949447631836
227,bl-property,can fep,insect.n.01,2,0.4218708872795105,0.4612096846103668,0.3766772150993347,0.401498943567276,0.24136093258857727,0.21725469827651978,3,-0.45682960748672485,-0.36102166771888733,-0.29931458830833435
228,bl-property,can fep,insect.n.01,3,0.45220357179641724,0.5460490584373474,0.4630938470363617,0.3838864862918854,0.23642592132091522,0.22467152774333954,5,-0.22880148887634277,-0.17008742690086365,-0.1458611637353897
229,bl-property,can fep,insect.n.01,4,0.47466805577278137,0.5651008486747742,0.44278448820114136,0.3822595775127411,0.24842438101768494,0.23281891644001007,4,-0.26865077018737793,-0.27978765964508057,-0.15235425531864166
230,bl-property,can fep,insect.n.01,5,0.4868741035461426,0.5710743069648743,0.47812405228614807,0.37388908863067627,0.24732160568237305,0.21520677208900452,3,-0.3564589023590088,-0.3555634915828705,-0.26475271582603455
231,bl-property,can fep,insect.n.01,1,0.3793843984603882,0.4307258725166321,0.35089442133903503,0.37250715494155884,0.2454458475112915,0.21090936660766602,4,-0.2103676199913025,-0.26323050260543823,-0.1526915431022644
232,bl-property,can fep,insect.n.01,2,0.4266239404678345,0.48129671812057495,0.40716126561164856,0.3933200240135193,0.252998948097229,0.2179533988237381,5,-0.2562074065208435,-0.28878167271614075,-0.1730392575263977
233,bl-property,can fep,insect.n.01,3,0.4507303237915039,0.5046401023864746,0.41594696044921875,0.3881858289241791,0.26043492555618286,0.21478639543056488,4,-0.2600840926170349,-0.37102657556533813,-0.12563863396644592
234,bl-property,can fep,insect.n.01,4,0.4754689931869507,0.5360692143440247,0.443972647190094,0.374530166387558,0.25700125098228455,0.19933749735355377,5,-0.16261638700962067,-0.25648754835128784,-0.11357837170362473
235,bl-property,can fep,insect.n.01,5,0.4844447374343872,0.5520980954170227,0.46711739897727966,0.37189382314682007,0.2550962269306183,0.21711166203022003,4,-0.17919524013996124,-0.26323437690734863,-0.17428748309612274
236,bl-property,can fep,insect.n.01,1,0.3454323709011078,0.393094927072525,0.31973105669021606,0.3601386845111847,0.22818955779075623,0.23276746273040771,3,-0.5145172476768494,-0.5149111151695251,-0.3164442777633667
237,bl-property,can fep,insect.n.01,2,0.4331004321575165,0.4622856676578522,0.36910298466682434,0.37085315585136414,0.22720888257026672,0.2044920176267624,2,-0.6177530884742737,-0.6701651811599731,-0.3018045425415039
238,bl-property,can fep,insect.n.01,3,0.47464612126350403,0.5484137535095215,0.44968777894973755,0.36426424980163574,0.24094608426094055,0.19699786603450775,3,-0.45262235403060913,-0.5024561882019043,-0.23794081807136536
239,bl-property,can fep,insect.n.01,4,0.4953325092792511,0.54969322681427,0.4799339175224304,0.3681299388408661,0.24787765741348267,0.2115209698677063,5,-0.12917305529117584,-0.16669198870658875,-0.16142132878303528
240,bl-property,can fep,insect.n.01,5,0.5101125240325928,0.5686593055725098,0.4746910333633423,0.36896780133247375,0.25430840253829956,0.21379634737968445,5,-0.1447436660528183,-0.1530272662639618,-0.1174096092581749
241,bl-property,can fep,insect.n.01,1,0.35056617856025696,0.3979567885398865,0.34361889958381653,0.4208889603614807,0.2597539722919464,0.23324358463287354,4,-0.3856118321418762,-0.3760301470756531,-0.38327744603157043
242,bl-property,can fep,insect.n.01,2,0.4089328348636627,0.466574102640152,0.37844762206077576,0.3853555917739868,0.22905567288398743,0.22744891047477722,3,-0.3610248565673828,-0.2801685631275177,-0.2977672517299652
243,bl-property,can fep,insect.n.01,3,0.4604761600494385,0.5137966871261597,0.4473850727081299,0.3685547411441803,0.22409947216510773,0.20975473523139954,5,-0.12253928184509277,-0.1339997500181198,-0.08717423677444458
244,bl-property,can fep,insect.n.01,4,0.483581006526947,0.5441123247146606,0.43633344769477844,0.371764212846756,0.24201390147209167,0.1998646855354309,4,-0.22765149176120758,-0.2790536880493164,-0.17477458715438843
245,bl-property,can fep,insect.n.01,5,0.4993974268436432,0.5495155453681946,0.44643735885620117,0.3693102300167084,0.24227195978164673,0.20633338391780853,7,-0.23055456578731537,-0.27260616421699524,-0.1257587969303131
246,bl-property,can fep,insect.n.01,1,0.4054763615131378,0.4466414451599121,0.36734604835510254,0.31340697407722473,0.21538123488426208,0.19454610347747803,3,-0.6985739469528198,-0.7711784839630127,-0.47231000661849976
247,bl-property,can fep,insect.n.01,2,0.4520016312599182,0.49757400155067444,0.4275307357311249,0.34537556767463684,0.21356026828289032,0.20060282945632935,4,-0.22465915977954865,-0.23125261068344116,-0.14018385112285614
248,bl-property,can fep,insect.n.01,3,0.46346214413642883,0.5090594291687012,0.41578173637390137,0.357668936252594,0.23162057995796204,0.20585055649280548,5,-0.19257685542106628,-0.28615203499794006,-0.13718269765377045
249,bl-property,can fep,insect.n.01,4,0.48841163516044617,0.5565434098243713,0.48235905170440674,0.35844916105270386,0.2440253645181656,0.2120329588651657,5,-0.3348034620285034,-0.3613554537296295,-0.2556379437446594
250,bl-property,can fep,insect.n.01,5,0.49932560324668884,0.5566346049308777,0.47319304943084717,0.35674208402633667,0.22907079756259918,0.21748235821723938,5,-0.15731485188007355,-0.14229132235050201,-0.10167055577039719
251,bl-property,can fep,mollusk.n.01,1,0.3277921676635742,0.5025843977928162,0.2936447560787201,0.41554608941078186,0.23644034564495087,0.17135074734687805,4,-0.33817237615585327,-0.1656373292207718,-0.23008203506469727
252,bl-property,can fep,mollusk.n.01,2,0.47693929076194763,0.5475251078605652,0.37448540329933167,0.38557755947113037,0.26464489102363586,0.17189373075962067,3,-0.5261316895484924,-0.5853981375694275,-0.3488432466983795
253,bl-property,can fep,mollusk.n.01,3,0.5203161239624023,0.5936206579208374,0.4792582094669342,0.38567331433296204,0.31956103444099426,0.21165041625499725,4,-0.2848174571990967,-0.27654027938842773,-0.4050235152244568
254,bl-property,can fep,mollusk.n.01,4,0.5440436601638794,0.5904619097709656,0.5002803206443787,0.3980708420276642,0.311830073595047,0.22925908863544464,4,-0.2836151123046875,-0.42977699637413025,-0.1699020117521286
255,bl-property,can fep,mollusk.n.01,5,0.5729731917381287,0.6188651919364929,0.4861997663974762,0.3912156820297241,0.31704139709472656,0.22943207621574402,4,-0.3014591932296753,-0.2916962206363678,-0.26265767216682434
256,bl-property,can fep,mollusk.n.01,1,0.40979623794555664,0.4562039375305176,0.3352278769016266,0.35749736428260803,0.2667877972126007,0.18732473254203796,2,-0.7416258454322815,-0.6526666879653931,-0.6735591888427734
257,bl-property,can fep,mollusk.n.01,2,0.4768320620059967,0.5563058257102966,0.37958112359046936,0.4012223780155182,0.2272139936685562,0.2047918289899826,5,-0.24761991202831268,-0.16006945073604584,-0.13304512202739716
258,bl-property,can fep,mollusk.n.01,3,0.49097108840942383,0.5820780992507935,0.4777364730834961,0.37901267409324646,0.2870645225048065,0.22462297976016998,5,-0.20670513808727264,-0.24501526355743408,-0.11155270040035248
259,bl-property,can fep,mollusk.n.01,4,0.5293936729431152,0.589539647102356,0.4648147225379944,0.39357200264930725,0.29690423607826233,0.203010693192482,5,-0.2811734974384308,-0.3735365569591522,-0.2821047604084015
260,bl-property,can fep,mollusk.n.01,5,0.5024466514587402,0.6072694659233093,0.49803003668785095,0.37217622995376587,0.2863065302371979,0.21890024840831757,5,-0.16597509384155273,-0.2446875125169754,-0.15985572338104248
261,bl-property,can fep,mollusk.n.01,1,0.3963361382484436,0.46598759293556213,0.3666948676109314,0.359699547290802,0.36681845784187317,0.22910070419311523,2,-0.7352465987205505,-0.6843582987785339,-0.3281190097332001
262,bl-property,can fep,mollusk.n.01,2,0.46519985795021057,0.53653883934021,0.4409243166446686,0.3934030830860138,0.2549043297767639,0.21678781509399414,2,-0.6130784153938293,-0.6017454266548157,-0.30600640177726746
263,bl-property,can fep,mollusk.n.01,3,0.48435601592063904,0.6089891791343689,0.4401978850364685,0.38192060589790344,0.2339596152305603,0.21905745565891266,5,-0.18236619234085083,-0.11225740611553192,-0.11863478273153305
264,bl-property,can fep,mollusk.n.01,4,0.5013270378112793,0.6118648052215576,0.4348803162574768,0.3435901403427124,0.24123221635818481,0.1805487424135208,4,-0.3165728449821472,-0.21152731776237488,-0.11369302868843079
265,bl-property,can fep,mollusk.n.01,5,0.5126817226409912,0.6380114555358887,0.5159068703651428,0.32591715455055237,0.2586787939071655,0.2057560235261917,5,-0.20999427139759064,-0.12028080224990845,-0.08716455847024918
266,bl-property,can fep,mollusk.n.01,1,0.3820597529411316,0.5517109632492065,0.39792513847351074,0.45189300179481506,0.23131456971168518,0.213654562830925,4,-0.5277971625328064,-0.3710898458957672,-0.429533988237381
267,bl-property,can fep,mollusk.n.01,2,0.4768320620059967,0.5563058257102966,0.41183438897132874,0.4012223780155182,0.2272140234708786,0.20659470558166504,4,-0.300067275762558,-0.1815740317106247,-0.2588522732257843
268,bl-property,can fep,mollusk.n.01,3,0.48233118653297424,0.5694655179977417,0.418234258890152,0.35150158405303955,0.29746297001838684,0.22321268916130066,4,-0.3066832423210144,-0.3549666404724121,-0.16781803965568542
269,bl-property,can fep,mollusk.n.01,4,0.48494184017181396,0.6066080331802368,0.5257382392883301,0.3430750072002411,0.31017571687698364,0.21342268586158752,5,-0.23224952816963196,-0.2367336004972458,-0.11655241250991821
270,bl-property,can fep,mollusk.n.01,5,0.49342045187950134,0.617348849773407,0.47273507714271545,0.3756023943424225,0.33491331338882446,0.18760506808757782,5,-0.3637864291667938,-0.39457783102989197,-0.18868154287338257
271,bl-property,can fep,mollusk.n.01,1,0.40979623794555664,0.4562039375305176,0.34694305062294006,0.35749736428260803,0.2667877972126007,0.24944952130317688,2,-0.7813416123390198,-0.6160289645195007,-0.42290419340133667
272,bl-property,can fep,mollusk.n.01,2,0.4451580047607422,0.5345297455787659,0.37834593653678894,0.3882264792919159,0.2749645411968231,0.23036311566829681,3,-0.4765186011791229,-0.3901344835758209,-0.45863866806030273
273,bl-property,can fep,mollusk.n.01,3,0.5085997581481934,0.5819970369338989,0.44974929094314575,0.3829864263534546,0.31145718693733215,0.18660655617713928,3,-0.535087525844574,-0.5722649693489075,-0.32731151580810547
274,bl-property,can fep,mollusk.n.01,4,0.5223284363746643,0.6111811399459839,0.4156982898712158,0.3618878722190857,0.3019581735134125,0.213782399892807,3,-0.4668971002101898,-0.44333136081695557,-0.3142603039741516
275,bl-property,can fep,mollusk.n.01,5,0.5454283356666565,0.6166274547576904,0.4838755130767822,0.3908262252807617,0.27762266993522644,0.1722574234008789,4,-0.3345390856266022,-0.4148810803890228,-0.26517897844314575
276,bl-property,can fep,mollusk.n.01,1,0.3963361382484436,0.46598759293556213,0.37347421050071716,0.359699547290802,0.36681845784187317,0.2554267644882202,3,-0.5078680515289307,-0.48331397771835327,-0.31625503301620483
277,bl-property,can fep,mollusk.n.01,2,0.46519985795021057,0.53653883934021,0.37407386302948,0.3934030830860138,0.2549043297767639,0.1904994696378708,3,-0.41905272006988525,-0.4627934992313385,-0.33784806728363037
278,bl-property,can fep,mollusk.n.01,3,0.48435601592063904,0.6089891791343689,0.4054127335548401,0.38192060589790344,0.2339596152305603,0.18163463473320007,4,-0.33019644021987915,-0.19128265976905823,-0.14400987327098846
279,bl-property,can fep,mollusk.n.01,4,0.5259131789207458,0.5999965667724609,0.4988596439361572,0.3930244743824005,0.2690789997577667,0.2340582311153412,4,-0.251676082611084,-0.3255947530269623,-0.24975213408470154
280,bl-property,can fep,mollusk.n.01,5,0.5462985038757324,0.6022449731826782,0.5352105498313904,0.37737658619880676,0.24919676780700684,0.22766907513141632,4,-0.2179265171289444,-0.2940017282962799,-0.3315000832080841
281,bl-property,can fep,mollusk.n.01,1,0.3963361382484436,0.46598759293556213,0.35275766253471375,0.359699547290802,0.36681845784187317,0.21846498548984528,4,-0.6241401433944702,-0.6569957733154297,-0.4247104823589325
282,bl-property,can fep,mollusk.n.01,2,0.48063555359840393,0.5519976019859314,0.44648948311805725,0.40096524357795715,0.2594384253025055,0.17947494983673096,5,-0.25305894017219543,-0.315390020608902,-0.215631902217865
283,bl-property,can fep,mollusk.n.01,3,0.5136510729789734,0.6114476919174194,0.47471314668655396,0.3831769824028015,0.2296392172574997,0.18839909136295319,4,-0.27852052450180054,-0.22883741557598114,-0.30362066626548767
284,bl-property,can fep,mollusk.n.01,4,0.5333251357078552,0.6070061326026917,0.43428367376327515,0.3948115110397339,0.21078400313854218,0.17752337455749512,5,-0.1553002893924713,-0.15450148284435272,-0.11025872826576233
285,bl-property,can fep,mollusk.n.01,5,0.5426081418991089,0.6087698340415955,0.4520697593688965,0.38298648595809937,0.2443619668483734,0.27463850378990173,5,-0.12188068777322769,-0.17759978771209717,-0.2690328359603882
286,bl-property,can fep,mollusk.n.01,1,0.40979623794555664,0.4562039375305176,0.31392890214920044,0.35749736428260803,0.2667877972126007,0.1976625621318817,3,-0.45773130655288696,-0.45524224638938904,-0.1370381861925125
287,bl-property,can fep,mollusk.n.01,2,0.47489604353904724,0.4954054355621338,0.3878503739833832,0.336287260055542,0.26816296577453613,0.20751075446605682,3,-0.41856372356414795,-0.5177844166755676,-0.2554859220981598
288,bl-property,can fep,mollusk.n.01,3,0.5257256031036377,0.5632035136222839,0.42861586809158325,0.3916604220867157,0.22041907906532288,0.19929002225399017,5,-0.20238244533538818,-0.19908872246742249,-0.25444406270980835
289,bl-property,can fep,mollusk.n.01,4,0.5293936729431152,0.589539647102356,0.3941028118133545,0.393572062253952,0.29690420627593994,0.17438900470733643,4,-0.244027242064476,-0.35077813267707825,-0.10022999346256256
290,bl-property,can fep,mollusk.n.01,5,0.5024466514587402,0.6072694659233093,0.4325481951236725,0.37217622995376587,0.28630656003952026,0.20165780186653137,5,-0.1386287808418274,-0.24096743762493134,-0.4330691993236542
291,bl-property,can fep,mollusk.n.01,1,0.3963361382484436,0.46598759293556213,0.36963626742362976,0.359699547290802,0.36681845784187317,0.24836745858192444,2,-0.7089347839355469,-0.6747503280639648,-0.4319746792316437
