trial,model,property,category,n,similarity_within,similarity_similar,similarity_random,overlap_within,overlap_similar,overlap_random,stopping_epoch,logprob_within,logprob_similar,logprob_random
20,rl-property,can dax,bird.n.01,5,0.7183057069778442,0.7757754325866699,0.7028588056564331,0.5340060591697693,0.27121537923812866,0.28850868344306946,2,-0.3132801651954651,-0.5397503972053528,-0.4144131541252136
21,rl-property,can dax,bird.n.01,1,0.5915173888206482,0.6348810791969299,0.5892218351364136,0.4867745637893677,0.24085301160812378,0.2630116641521454,5,-0.22212357819080353,-0.38351136445999146,-0.324191153049469
22,rl-property,can dax,bird.n.01,2,0.6730652451515198,0.7209193706512451,0.6693928241729736,0.5190897583961487,0.25380057096481323,0.2696244418621063,3,-0.2924186885356903,-0.45398420095443726,-0.39579036831855774
23,rl-property,can dax,bird.n.01,3,0.6892630457878113,0.7409257888793945,0.6871246695518494,0.5226809978485107,0.25836968421936035,0.2694658041000366,5,-0.129310742020607,-0.22097013890743256,-0.17866937816143036
24,rl-property,can dax,bird.n.01,4,0.7077890634536743,0.7637503147125244,0.6915870308876038,0.5287169218063354,0.2667486369609833,0.2724151611328125,5,-0.11965123564004898,-0.21841832995414734,-0.2124018669128418
25,rl-property,can dax,bird.n.01,5,0.7111199498176575,0.7701116800308228,0.6852022409439087,0.5260257124900818,0.2689855694770813,0.26902297139167786,4,-0.15271638333797455,-0.25681784749031067,-0.2803458571434021
26,rl-property,can dax,bird.n.01,1,0.5671877264976501,0.6067827939987183,0.5563074350357056,0.4871585965156555,0.250629723072052,0.27393874526023865,2,-0.4307796061038971,-0.6082650423049927,-0.40284237265586853
27,rl-property,can dax,bird.n.01,2,0.6386779546737671,0.6848439574241638,0.6240628361701965,0.493576318025589,0.25684860348701477,0.2672724425792694,4,-0.21644549071788788,-0.34583020210266113,-0.24676847457885742
28,rl-property,can dax,bird.n.01,3,0.6888891458511353,0.7340930700302124,0.6751707196235657,0.5139827728271484,0.26661673188209534,0.262478768825531,4,-0.17927558720111847,-0.2828085422515869,-0.26211169362068176
29,rl-property,can dax,bird.n.01,4,0.7004002928733826,0.7456492781639099,0.6784166693687439,0.5151823163032532,0.2696647047996521,0.280718058347702,4,-0.17420212924480438,-0.2788717448711395,-0.2291717529296875
30,rl-property,can dax,bird.n.01,5,0.7144683003425598,0.7610599994659424,0.7005122303962708,0.5093079805374146,0.268515408039093,0.28773194551467896,5,-0.10181757807731628,-0.17968112230300903,-0.16064287722110748
31,rl-property,can dax,bird.n.01,1,0.6322990655899048,0.692110538482666,0.6274389028549194,0.5402956008911133,0.2935248911380768,0.29671037197113037,1,-0.598933219909668,-0.773931086063385,-0.7616468071937561
32,rl-property,can dax,bird.n.01,2,0.667607843875885,0.7144888043403625,0.6322023868560791,0.5248672366142273,0.2784290313720703,0.27884021401405334,3,-0.2317703515291214,-0.357837051153183,-0.3434290289878845
33,rl-property,can dax,bird.n.01,3,0.6906996369361877,0.7377838492393494,0.684384286403656,0.5280232429504395,0.2811030149459839,0.29505831003189087,3,-0.21911168098449707,-0.38285762071609497,-0.2907148003578186
34,rl-property,can dax,bird.n.01,4,0.7076073884963989,0.7570648789405823,0.6853320598602295,0.5253512859344482,0.28192949295043945,0.2931884229183197,3,-0.2177535593509674,-0.32693177461624146,-0.3332025408744812
35,rl-property,can dax,bird.n.01,5,0.7170865535736084,0.7683327794075012,0.7018045783042908,0.5324581265449524,0.28376567363739014,0.28712067008018494,3,-0.22026494145393372,-0.35397952795028687,-0.3080190420150757
36,rl-property,can dax,bird.n.01,1,0.47820550203323364,0.5184692740440369,0.47999513149261475,0.5208261609077454,0.26043280959129333,0.2970460057258606,3,-0.290962278842926,-0.4432918429374695,-0.3484596312046051
37,rl-property,can dax,bird.n.01,2,0.6114779710769653,0.6593533754348755,0.6062839031219482,0.4876773953437805,0.25303706526756287,0.2727685868740082,3,-0.24913905560970306,-0.3681095242500305,-0.360554963350296
38,rl-property,can dax,bird.n.01,3,0.6773698925971985,0.7211430668830872,0.6649854183197021,0.5118404030799866,0.2539854049682617,0.28315234184265137,3,-0.19931131601333618,-0.34857693314552307,-0.22896869480609894
39,rl-property,can dax,bird.n.01,4,0.7020201683044434,0.7496436834335327,0.6878011226654053,0.5141666531562805,0.2561626434326172,0.2566744089126587,4,-0.12696132063865662,-0.23187299072742462,-0.2250208705663681
40,rl-property,can dax,bird.n.01,5,0.7180681824684143,0.7680596113204956,0.7064478397369385,0.5220857858657837,0.25965529680252075,0.2845945954322815,3,-0.2055586278438568,-0.3448830544948578,-0.2823692858219147
41,rl-property,can dax,bird.n.01,1,0.5883214473724365,0.643144965171814,0.5923299789428711,0.49834686517715454,0.2544211149215698,0.25704753398895264,2,-0.4193077087402344,-0.6181739568710327,-0.6569211483001709
42,rl-property,can dax,bird.n.01,2,0.6567872166633606,0.7012103796005249,0.6519894599914551,0.5080517530441284,0.2625029981136322,0.2507249712944031,3,-0.25644874572753906,-0.37354597449302673,-0.36685729026794434
43,rl-property,can dax,bird.n.01,3,0.6904926896095276,0.7385324239730835,0.6832666397094727,0.52317214012146,0.26790618896484375,0.2719844877719879,2,-0.3298841416835785,-0.535003662109375,-0.4569263458251953
44,rl-property,can dax,bird.n.01,4,0.70856773853302,0.7628982067108154,0.6935526132583618,0.5093101263046265,0.26507535576820374,0.2635383605957031,4,-0.11891140043735504,-0.22883696854114532,-0.23043599724769592
45,rl-property,can dax,bird.n.01,5,0.7121372222900391,0.7696991562843323,0.7039579153060913,0.522498607635498,0.2720641493797302,0.28202417492866516,3,-0.20797449350357056,-0.3134247064590454,-0.26125314831733704
46,rl-property,can dax,bird.n.01,1,0.5740846991539001,0.6094081401824951,0.5685719847679138,0.5837796926498413,0.294790118932724,0.3086491823196411,2,-0.41654759645462036,-0.6780125498771667,-0.5905371308326721
47,rl-property,can dax,bird.n.01,2,0.6528490781784058,0.6987438797950745,0.6455426216125488,0.5580229163169861,0.28938207030296326,0.27982303500175476,2,-0.3394215404987335,-0.5365034937858582,-0.5005409121513367
48,rl-property,can dax,bird.n.01,3,0.6895450949668884,0.7354438304901123,0.6720505356788635,0.5559018850326538,0.278473824262619,0.2536390721797943,3,-0.20131778717041016,-0.3650065064430237,-0.4094589054584503
49,rl-property,can dax,bird.n.01,4,0.7073081731796265,0.7540104389190674,0.68153977394104,0.5575737357139587,0.28622159361839294,0.2715277671813965,3,-0.18735967576503754,-0.3351466655731201,-0.3540531396865845
50,rl-property,can dax,bird.n.01,5,0.7203460335731506,0.7706458568572998,0.6994273066520691,0.5507627129554749,0.27859529852867126,0.30217355489730835,3,-0.18704473972320557,-0.31773456931114197,-0.2654012143611908
51,rl-property,can dax,mammal.n.01,1,0.512708306312561,0.5478007793426514,0.5223404169082642,0.47057998180389404,0.27109989523887634,0.2711254358291626,1,-0.30037352442741394,-0.9863930344581604,-1.0086889266967773
52,rl-property,can dax,mammal.n.01,2,0.5724934935569763,0.6182599067687988,0.5767130851745605,0.42570292949676514,0.2506640553474426,0.24647802114486694,2,-0.1692792922258377,-0.6037414073944092,-0.6715866327285767
53,rl-property,can dax,mammal.n.01,3,0.6012930870056152,0.6493589282035828,0.6119007468223572,0.42982637882232666,0.24826458096504211,0.2622145116329193,2,-0.193196102976799,-0.7118245959281921,-0.6619413495063782
54,rl-property,can dax,mammal.n.01,4,0.6453734636306763,0.6951886415481567,0.6598572134971619,0.42671334743499756,0.26278847455978394,0.25303971767425537,1,-0.24953965842723846,-0.7641772627830505,-0.8815987706184387
55,rl-property,can dax,mammal.n.01,5,0.6671541333198547,0.7193511724472046,0.6752442717552185,0.40829795598983765,0.25316688418388367,0.2591107487678528,2,-0.1397526115179062,-0.4840261936187744,-0.49160298705101013
56,rl-property,can dax,mammal.n.01,1,0.5997560620307922,0.6728357076644897,0.6303725242614746,0.47081997990608215,0.27150142192840576,0.2831036150455475,1,-0.2978658080101013,-1.0250593423843384,-0.8960453867912292
57,rl-property,can dax,mammal.n.01,2,0.640228271484375,0.702379047870636,0.6772295236587524,0.3974466025829315,0.26061320304870605,0.24819891154766083,2,-0.20505283772945404,-0.6611825823783875,-0.7107246518135071
58,rl-property,can dax,mammal.n.01,3,0.6624243259429932,0.7285647392272949,0.6923842430114746,0.41051357984542847,0.2595629096031189,0.2647281587123871,2,-0.15242955088615417,-0.5799662470817566,-0.6280742287635803
59,rl-property,can dax,mammal.n.01,4,0.6797620058059692,0.7506620287895203,0.7147675156593323,0.4220193028450012,0.25974756479263306,0.2578132152557373,2,-0.14367374777793884,-0.5877228379249573,-0.5338488817214966
60,rl-property,can dax,mammal.n.01,5,0.685665488243103,0.7541614174842834,0.714133083820343,0.4355446398258209,0.26011842489242554,0.26112881302833557,3,-0.11593259871006012,-0.43724706768989563,-0.40599897503852844
61,rl-property,can dax,mammal.n.01,1,0.5594313740730286,0.6052596569061279,0.5735697746276855,0.40967848896980286,0.25308310985565186,0.255249559879303,1,-0.27561575174331665,-0.9175574779510498,-0.9723751544952393
62,rl-property,can dax,mammal.n.01,2,0.5903360247612,0.6281768679618835,0.5970048904418945,0.42765092849731445,0.25923222303390503,0.25173938274383545,2,-0.1816399246454239,-0.5644664168357849,-0.5967859029769897
63,rl-property,can dax,mammal.n.01,3,0.6437624096870422,0.6885919570922852,0.6483171582221985,0.42768803238868713,0.26154959201812744,0.2692188322544098,2,-0.16315077245235443,-0.6058812141418457,-0.6096860766410828
64,rl-property,can dax,mammal.n.01,4,0.6465252637863159,0.6901837587356567,0.6518312692642212,0.43117207288742065,0.27020564675331116,0.2599145174026489,2,-0.1495244950056076,-0.5231379270553589,-0.5222557783126831
65,rl-property,can dax,mammal.n.01,5,0.6675044894218445,0.7150774598121643,0.6896472573280334,0.4118628203868866,0.2655077278614044,0.25703224539756775,3,-0.10113253444433212,-0.3379725515842438,-0.37506866455078125
66,rl-property,can dax,mammal.n.01,1,0.46971115469932556,0.501796543598175,0.47210681438446045,0.42809563875198364,0.25390347838401794,0.2610219120979309,2,-0.18550258874893188,-0.687896728515625,-0.6876932382583618
67,rl-property,can dax,mammal.n.01,2,0.6126092672348022,0.6551355719566345,0.620307207107544,0.4528004825115204,0.28570184111595154,0.28413984179496765,2,-0.17141610383987427,-0.6108227968215942,-0.5997777581214905
68,rl-property,can dax,mammal.n.01,3,0.656176745891571,0.7057855725288391,0.6739442348480225,0.4377628266811371,0.2824999988079071,0.2950831949710846,3,-0.12533508241176605,-0.47192057967185974,-0.45971694588661194
69,rl-property,can dax,mammal.n.01,4,0.6756802797317505,0.7320857048034668,0.6925254464149475,0.4307313561439514,0.2745465934276581,0.28523942828178406,4,-0.08303199708461761,-0.31665244698524475,-0.28730693459510803
70,rl-property,can dax,mammal.n.01,5,0.6782675981521606,0.7323955297470093,0.6928719878196716,0.4228626489639282,0.26086488366127014,0.26567691564559937,4,-0.06670254468917847,-0.2871016561985016,-0.26968955993652344
71,rl-property,can dax,mammal.n.01,1,0.5413429737091064,0.6010822057723999,0.5658300518989563,0.4311624765396118,0.26438483595848083,0.2811200022697449,2,-0.25988540053367615,-0.8780103921890259,-0.8577709794044495
72,rl-property,can dax,mammal.n.01,2,0.6199142336845398,0.6872701644897461,0.648845374584198,0.4575689136981964,0.28368377685546875,0.28776654601097107,2,-0.17630431056022644,-0.674322247505188,-0.48219308257102966
73,rl-property,can dax,mammal.n.01,3,0.6531320810317993,0.7270285487174988,0.6829478144645691,0.46017858386039734,0.2759140729904175,0.26503118872642517,1,-0.2558097541332245,-0.9927539229393005,-0.9550039768218994
74,rl-property,can dax,mammal.n.01,4,0.6701785922050476,0.7413212656974792,0.6957890391349792,0.447623074054718,0.2673133313655853,0.26201531291007996,3,-0.10527144372463226,-0.42339932918548584,-0.38942524790763855
75,rl-property,can dax,mammal.n.01,5,0.6817460060119629,0.7549318075180054,0.7105104327201843,0.4557766020298004,0.27338728308677673,0.28547203540802,2,-0.143741175532341,-0.6328121423721313,-0.552868664264679
76,rl-property,can dax,mammal.n.01,1,0.49524256587028503,0.5327118039131165,0.5027302503585815,0.42297402024269104,0.2442072331905365,0.2470739185810089,2,-0.2144923061132431,-0.756791353225708,-0.6908180117607117
77,rl-property,can dax,mammal.n.01,2,0.6071864366531372,0.6515386700630188,0.6205776929855347,0.4387383460998535,0.2603498697280884,0.2600381672382355,2,-0.1930909901857376,-0.6146304607391357,-0.6248958110809326
78,rl-property,can dax,mammal.n.01,3,0.6499589085578918,0.7012775540351868,0.6578455567359924,0.43530166149139404,0.268309623003006,0.2589530944824219,1,-0.2561382055282593,-0.8196170926094055,-0.8284032940864563
79,rl-property,can dax,mammal.n.01,4,0.672033965587616,0.7315932512283325,0.6979808211326599,0.43953558802604675,0.27596500515937805,0.27234387397766113,1,-0.2634696960449219,-0.8743706345558167,-0.9496762752532959
80,rl-property,can dax,mammal.n.01,5,0.6766666769981384,0.7391584515571594,0.6951807141304016,0.4294250011444092,0.26467999815940857,0.2519390881061554,1,-0.2402152568101883,-0.8142574429512024,-0.8334730267524719
81,rl-property,can dax,mammal.n.01,1,0.6115401387214661,0.6764930486679077,0.639045000076294,0.4776389002799988,0.31324753165245056,0.3237340450286865,1,-0.29170453548431396,-1.0356450080871582,-0.8831623792648315
82,rl-property,can dax,mammal.n.01,2,0.5778499245643616,0.6357501745223999,0.5905869007110596,0.46156200766563416,0.2825983464717865,0.2974884510040283,1,-0.2676372230052948,-0.9094428420066833,-0.9521669745445251
83,rl-property,can dax,mammal.n.01,3,0.6333845257759094,0.6909721493721008,0.6572867035865784,0.464729368686676,0.2897144854068756,0.3060629367828369,1,-0.25865182280540466,-0.845317542552948,-0.974353551864624
84,rl-property,can dax,mammal.n.01,4,0.6631532311439514,0.7271850109100342,0.6884629130363464,0.4653008282184601,0.28467413783073425,0.28811725974082947,1,-0.25900742411613464,-0.8875468373298645,-0.8639734983444214
85,rl-property,can dax,mammal.n.01,5,0.6796175241470337,0.7358945608139038,0.6946425437927246,0.45221632719039917,0.2750268280506134,0.25904256105422974,2,-0.16544677317142487,-0.605251669883728,-0.5612190961837769
86,rl-property,can dax,mammal.n.01,1,0.6118122339248657,0.6705142855644226,0.6341689229011536,0.48153313994407654,0.2799859642982483,0.2668296694755554,1,-0.29032281041145325,-0.9600276947021484,-0.9357250928878784
87,rl-property,can dax,mammal.n.01,2,0.610770583152771,0.6568440794944763,0.6276844143867493,0.46721458435058594,0.2787413001060486,0.27401313185691833,2,-0.17919178307056427,-0.6088278889656067,-0.6097322702407837
88,rl-property,can dax,mammal.n.01,3,0.6485733985900879,0.7069486975669861,0.6707212328910828,0.460736483335495,0.2688950300216675,0.26881855726242065,3,-0.10001817345619202,-0.39249229431152344,-0.38150420784950256
89,rl-property,can dax,mammal.n.01,4,0.6704179048538208,0.7325137257575989,0.6903188824653625,0.4669513702392578,0.2797745168209076,0.2763665020465851,2,-0.16536225378513336,-0.5790983438491821,-0.5320562124252319
90,rl-property,can dax,mammal.n.01,5,0.6814476251602173,0.7497925162315369,0.7059950828552246,0.46306082606315613,0.27809029817581177,0.26760363578796387,3,-0.1096506416797638,-0.40262505412101746,-0.3994363248348236
91,rl-property,can dax,mammal.n.01,1,0.5355994701385498,0.5981627702713013,0.5709287524223328,0.4541548490524292,0.2796173393726349,0.29404985904693604,2,-0.22755683958530426,-0.7154009342193604,-0.7152159214019775
92,rl-property,can dax,mammal.n.01,2,0.6251002550125122,0.6987130045890808,0.6602814197540283,0.4541622996330261,0.26910829544067383,0.2675939202308655,3,-0.12534067034721375,-0.45358049869537354,-0.4432133138179779
93,rl-property,can dax,mammal.n.01,3,0.6575421690940857,0.7367134094238281,0.6849810481071472,0.43142518401145935,0.26273050904273987,0.27475640177726746,2,-0.16336585581302643,-0.630007266998291,-0.5825974345207214
94,rl-property,can dax,mammal.n.01,4,0.6699897050857544,0.7486691474914551,0.7038935422897339,0.44673895835876465,0.2671058177947998,0.2705423831939697,2,-0.14670880138874054,-0.5965157747268677,-0.5146991610527039
95,rl-property,can dax,mammal.n.01,5,0.6860677599906921,0.7535400390625,0.7138595581054688,0.45202428102493286,0.2715068757534027,0.29357588291168213,2,-0.14048795402050018,-0.558078408241272,-0.5137806534767151
96,rl-property,can dax,mammal.n.01,1,0.5081964731216431,0.544800877571106,0.505639910697937,0.4812409281730652,0.2892419695854187,0.28468313813209534,2,-0.21571359038352966,-0.7156897783279419,-0.593239426612854
97,rl-property,can dax,mammal.n.01,2,0.6040019392967224,0.6479246020317078,0.6053828001022339,0.4658220112323761,0.28081372380256653,0.28294122219085693,1,-0.27719438076019287,-0.8787386417388916,-0.8513484001159668
98,rl-property,can dax,mammal.n.01,3,0.6569592356681824,0.7079036235809326,0.6749337315559387,0.4734097123146057,0.2842464745044708,0.28526169061660767,2,-0.16923649609088898,-0.6089392900466919,-0.6157673597335815
99,rl-property,can dax,mammal.n.01,4,0.6571125984191895,0.7036955952644348,0.6604265570640564,0.4613683223724365,0.2827364206314087,0.2744450569152832,3,-0.10630591213703156,-0.42671117186546326,-0.4391847848892212
100,rl-property,can dax,mammal.n.01,5,0.6772217154502869,0.7278315424919128,0.6861067414283752,0.465804785490036,0.2819270193576813,0.2905465364456177,3,-0.08384986966848373,-0.34952428936958313,-0.32870832085609436
101,rl-property,can dax,reptile.n.01,1,0.6446559429168701,0.711468517780304,0.5692586302757263,0.43944084644317627,0.297769695520401,0.3303981423377991,1,-0.32127755880355835,-0.4379546642303467,-0.3458755910396576
102,rl-property,can dax,reptile.n.01,2,0.702113926410675,0.7809941172599792,0.6633288860321045,0.45152920484542847,0.24137449264526367,0.28129518032073975,2,-0.2121126651763916,-0.6017906069755554,-0.7243598103523254
103,rl-property,can dax,reptile.n.01,3,0.7267906665802002,0.7799484729766846,0.6902387142181396,0.4213230311870575,0.24624288082122803,0.21273691952228546,3,-0.14651674032211304,-0.2778259515762329,-0.3427881598472595
104,rl-property,can dax,reptile.n.01,4,0.7577564120292664,0.7953536510467529,0.7053812146186829,0.40535226464271545,0.22898276150226593,0.23286575078964233,2,-0.2193911224603653,-0.42050638794898987,-0.4291725158691406
105,rl-property,can dax,reptile.n.01,5,0.7852416038513184,0.8016352653503418,0.6970769166946411,0.35392674803733826,0.1952156275510788,0.2823667824268341,3,-0.19034650921821594,-0.4250684380531311,-0.3396039307117462
106,rl-property,can dax,reptile.n.01,1,0.6446559429168701,0.711468517780304,0.5501937866210938,0.43944084644317627,0.297769695520401,0.27654677629470825,2,-0.22057636082172394,-0.32096147537231445,-0.4068954885005951
107,rl-property,can dax,reptile.n.01,2,0.7039741277694702,0.7479294538497925,0.6573870182037354,0.3988822400569916,0.2835947573184967,0.22305913269519806,1,-0.3549593985080719,-0.5020109415054321,-1.1867339611053467
108,rl-property,can dax,reptile.n.01,3,0.7556356191635132,0.7766240239143372,0.6708885431289673,0.38822606205940247,0.24746300280094147,0.2646603286266327,2,-0.2503852844238281,-0.48648446798324585,-0.3849206566810608
109,rl-property,can dax,reptile.n.01,4,0.7638883590698242,0.7989101409912109,0.6360175013542175,0.3716745376586914,0.24906569719314575,0.30669909715652466,4,-0.04369175434112549,-0.17604881525039673,-0.16946059465408325
110,rl-property,can dax,reptile.n.01,5,0.7701928615570068,0.8021385073661804,0.7379493713378906,0.4136197566986084,0.21855208277702332,0.2083321511745453,3,-0.05391126871109009,-0.3677431046962738,-0.38513481616973877
111,rl-property,can dax,reptile.n.01,1,0.6468618512153625,0.7190362811088562,0.5498060584068298,0.2895173728466034,0.2486216425895691,0.22334891557693481,2,-0.22817783057689667,-0.7308579087257385,-0.631814181804657
112,rl-property,can dax,reptile.n.01,2,0.7152937650680542,0.7788999080657959,0.6609097719192505,0.35392674803733826,0.2844548225402832,0.27332526445388794,4,-0.06131162494421005,-0.23869255185127258,-0.1416136920452118
113,rl-property,can dax,reptile.n.01,3,0.7058947086334229,0.795295000076294,0.7227689623832703,0.3826688826084137,0.2898276746273041,0.24260957539081573,3,-0.10678647458553314,-0.40852758288383484,-0.7028086185455322
114,rl-property,can dax,reptile.n.01,4,0.729546308517456,0.798793613910675,0.7041043639183044,0.4213229715824127,0.3013291656970978,0.2532876431941986,3,-0.13052262365818024,-0.12694036960601807,-0.6080760359764099
115,rl-property,can dax,reptile.n.01,5,0.7351821660995483,0.8088931441307068,0.7016341686248779,0.3988822400569916,0.2802782654762268,0.26737654209136963,1,-0.2571966350078583,-0.3410680890083313,-0.3420332372188568
116,rl-property,can dax,reptile.n.01,1,0.6468618512153625,0.7190362811088562,0.5137813687324524,0.2895173728466034,0.2486216425895691,0.22840744256973267,3,-0.15329378843307495,-0.4784989356994629,-0.4254671335220337
117,rl-property,can dax,reptile.n.01,2,0.6831335425376892,0.7721151113510132,0.6261230707168579,0.3561793267726898,0.29042360186576843,0.2864605784416199,2,-0.1933145523071289,-0.584635317325592,-0.44548454880714417
118,rl-property,can dax,reptile.n.01,3,0.7058947086334229,0.795295000076294,0.6523542404174805,0.38266894221305847,0.2898276746273041,0.30089548230171204,4,-0.07212135195732117,-0.27945923805236816,-0.20652620494365692
119,rl-property,can dax,reptile.n.01,4,0.7424592971801758,0.80333012342453,0.6774706840515137,0.4056027829647064,0.2997305393218994,0.3075985908508301,2,-0.16175544261932373,-0.17543135583400726,-0.6411018967628479
120,rl-property,can dax,reptile.n.01,5,0.7413584589958191,0.8076048493385315,0.7429943680763245,0.4451272487640381,0.29071927070617676,0.3421553671360016,3,-0.10767298936843872,-0.13789182901382446,-0.06819087266921997
121,rl-property,can dax,reptile.n.01,1,0.669112503528595,0.7128785252571106,0.6079711318016052,0.44790568947792053,0.3130294382572174,0.32231423258781433,1,-0.3461971580982208,-1.0990780591964722,-0.42237600684165955
122,rl-property,can dax,reptile.n.01,2,0.7164484858512878,0.7496994137763977,0.6189033389091492,0.42538970708847046,0.32763949036598206,0.2898271083831787,1,-0.3752100467681885,-0.29122287034988403,-0.5572687387466431
123,rl-property,can dax,reptile.n.01,3,0.7556355595588684,0.7766240239143372,0.6988359689712524,0.38822606205940247,0.24746300280094147,0.28009793162345886,3,-0.14531680941581726,-0.31300514936447144,-0.33488592505455017
124,rl-property,can dax,reptile.n.01,4,0.761601448059082,0.8055732846260071,0.6942502856254578,0.3809753954410553,0.2696017026901245,0.272165983915329,2,-0.28716960549354553,-0.48041418194770813,-0.7344171404838562
125,rl-property,can dax,reptile.n.01,5,0.7440954446792603,0.8131822347640991,0.7441354990005493,0.3856584429740906,0.1979013979434967,0.3641734719276428,2,-0.2751757502555847,-0.5943070650100708,-0.1267486810684204
126,rl-property,can dax,reptile.n.01,1,0.6446559429168701,0.711468517780304,0.5746480822563171,0.43944084644317627,0.297769695520401,0.3160195052623749,2,-0.2488299459218979,-0.34522271156311035,-0.37745949625968933
127,rl-property,can dax,reptile.n.01,2,0.7301860451698303,0.7685288190841675,0.7032796144485474,0.43065351247787476,0.28795126080513,0.28248131275177,1,-0.30502980947494507,-0.5335725545883179,-0.8402250409126282
128,rl-property,can dax,reptile.n.01,3,0.7385463714599609,0.803403377532959,0.7251055240631104,0.4155162274837494,0.25256580114364624,0.32659873366355896,2,-0.237095907330513,-0.6746090650558472,-0.26407408714294434
129,rl-property,can dax,reptile.n.01,4,0.761601448059082,0.8055732846260071,0.707832396030426,0.3809753954410553,0.2696017026901245,0.2156260758638382,2,-0.24126385152339935,-0.4142303764820099,-0.9521180987358093
130,rl-property,can dax,reptile.n.01,5,0.7440954446792603,0.8131822347640991,0.6819150447845459,0.3856584429740906,0.1979013979434967,0.22523923218250275,2,-0.2891763150691986,-0.585802435874939,-0.3799934983253479
